random_seed,n_neurons,n_train,start_inhib,max_inhib,p_low,norm,time,timestep,theta_plus,theta_decay,intensity,progress_interval,update_interval,mean_all_activity,mean_proportion_weighting,mean_ngram,max_all_activity,max_proportion_weighting,max_ngram
15,400,16000,1.0,100.0,0.0,62.5,250,1.0,5.0,1e-05,0.5,10,100,57.93125,58.525,58.775,68.0,68.0,70.0
15,300,16000,1.0,100.0,0.25,62.5,250,1.0,5.0,1e-05,0.5,10,100,48.19375,48.16875,49.39375,61.0,61.0,64.0
12,300,16000,2.5,100.0,0.25,62.5,250,1.0,5.0,1e-05,0.5,10,100,49.1625,48.975,50.28125,65.0,64.0,62.0
15,400,16000,2.5,100.0,0.0,62.5,250,1.0,5.0,1e-05,0.5,10,100,57.93125,58.525,58.775,68.0,68.0,70.0
12,300,16000,2.5,100.0,0.5,62.5,250,1.0,5.0,1e-05,0.5,10,100,47.25,47.05,48.0,65.0,64.0,62.0
13,300,16000,0.5,100.0,0.25,62.5,250,1.0,5.0,1e-05,0.5,10,100,48.225,48.31875,48.825,65.0,66.0,66.0
14,400,16000,0.5,100.0,0.0,62.5,250,1.0,5.0,1e-05,0.5,10,100,57.825,58.46875,59.00625,73.0,73.0,75.0
12,300,16000,1.0,100.0,0.25,62.5,250,1.0,5.0,1e-05,0.5,10,100,48.36875,48.26875,48.66875,64.0,64.0,63.0
11,300,16000,1.0,100.0,0.5,62.5,250,1.0,5.0,1e-05,0.5,10,100,45.9875,46.2125,47.29375,58.999996,61.0,60.000004
11,300,16000,1.0,100.0,0.25,62.5,250,1.0,5.0,1e-05,0.5,10,100,48.63125,48.75,50.40625,66.0,66.0,67.0
13,300,16000,1.0,100.0,0.25,62.5,250,1.0,5.0,1e-05,0.5,10,100,48.99375,49.025,49.525,66.0,66.0,63.0
15,400,16000,2.5,100.0,0.25,62.5,250,1.0,5.0,1e-05,0.5,10,100,51.7,51.725,54.06875,66.0,65.0,66.0
14,300,16000,1.0,100.0,0.5,62.5,250,1.0,5.0,1e-05,0.5,10,100,44.8875,44.85625,46.11875,60.000004,60.000004,62.0
12,300,16000,0.5,100.0,0.5,62.5,250,1.0,5.0,1e-05,0.5,10,100,44.175,44.24375,44.88125,63.0,62.0,60.000004
12,300,16000,2.5,100.0,1.0,62.5,250,1.0,5.0,1e-05,0.5,10,100,43.9375,43.68125,44.4,65.0,64.0,62.0
15,400,16000,1.0,100.0,0.25,62.5,250,1.0,5.0,1e-05,0.5,10,100,48.275,47.99375,50.54375,64.0,64.0,63.0
11,300,16000,2.5,100.0,0.5,62.5,250,1.0,5.0,1e-05,0.5,10,100,48.08125,48.13125,49.18125,61.0,63.0,62.0
15,300,16000,2.5,100.0,0.25,62.5,250,1.0,5.0,1e-05,0.5,10,100,49.84375,49.725,52.2125,67.0,66.0,66.0
13,300,16000,0.5,100.0,0.5,62.5,250,1.0,5.0,1e-05,0.5,10,100,44.575,44.83125,44.84375,63.0,63.0,62.0
13,300,16000,0.5,100.0,1.0,62.5,250,1.0,5.0,1e-05,0.5,10,100,37.95,38.48125,38.575,55.0,55.0,52.0
11,300,16000,2.5,100.0,0.25,62.5,250,1.0,5.0,1e-05,0.5,10,100,51.25,51.2875,51.725,65.0,65.0,66.0
15,300,16000,1.0,100.0,0.5,62.5,250,1.0,5.0,1e-05,0.5,10,100,44.3875,44.79375,46.48125,63.0,63.0,63.0
11,300,16000,1.0,100.0,1.0,62.5,250,1.0,5.0,1e-05,0.5,10,100,39.975,40.9875,42.4875,56.0,58.0,57.0
14,300,16000,1.0,100.0,1.0,62.5,250,1.0,5.0,1e-05,0.5,10,100,40.4125,40.6375,41.5875,52.999996,54.000004,56.0
13,300,16000,1.0,100.0,1.0,62.5,250,1.0,5.0,1e-05,0.5,10,100,39.1375,39.61875,39.7,57.0,60.000004,57.0
13,300,16000,1.0,100.0,0.5,62.5,250,1.0,5.0,1e-05,0.5,10,100,45.2,45.4875,45.8,64.0,65.0,64.0
12,300,16000,0.5,100.0,1.0,62.5,250,1.0,5.0,1e-05,0.5,10,100,38.55625,39.375,40.075,52.999996,52.0,56.0
12,300,16000,1.0,100.0,0.5,62.5,250,1.0,5.0,1e-05,0.5,10,100,44.41875,44.33125,45.41875,62.0,61.0,62.0
13,300,16000,2.5,100.0,0.5,62.5,250,1.0,5.0,1e-05,0.5,10,100,48.2,48.0625,48.75,66.0,66.0,65.0
15,300,16000,0.5,100.0,1.0,62.5,250,1.0,5.0,1e-05,0.5,10,100,37.88125,38.8625,39.91875,56.0,57.0,54.000004
13,400,16000,1.0,100.0,0.25,62.5,250,1.0,5.0,1e-05,0.5,10,100,50.48125,50.36875,51.09375,66.0,66.0,67.0
15,300,16000,1.0,100.0,1.0,62.5,250,1.0,5.0,1e-05,0.5,10,100,39.5125,40.24375,41.3,57.0,55.0,57.0
15,400,16000,2.5,100.0,0.5,62.5,250,1.0,5.0,1e-05,0.5,10,100,48.38125,48.3625,50.45625,63.0,63.0,64.0
11,300,16000,2.5,100.0,1.0,62.5,250,1.0,5.0,1e-05,0.5,10,100,44.06875,44.0625,45.35625,61.0,63.0,62.0
15,400,16000,2.5,100.0,1.0,62.5,250,1.0,5.0,1e-05,0.5,10,100,45.6875,45.75,47.40625,63.0,63.0,64.0
11,300,16000,0.5,100.0,1.0,62.5,250,1.0,5.0,1e-05,0.5,10,100,38.35625,39.06875,40.49375,54.000004,52.999996,54.000004
12,300,16000,1.0,100.0,1.0,62.5,250,1.0,5.0,1e-05,0.5,10,100,39.16875,39.5375,39.66875,58.999996,61.0,58.0
14,400,16000,1.0,100.0,0.0,62.5,250,1.0,5.0,1e-05,0.5,10,100,57.825,58.46875,59.00625,73.0,73.0,75.0
14,400,16000,2.5,100.0,0.0,62.5,250,1.0,5.0,1e-05,0.5,10,100,57.825,58.46875,59.00625,73.0,73.0,75.0
15,400,16000,1.0,100.0,1.0,62.5,250,1.0,5.0,1e-05,0.5,10,100,39.98125,40.48125,42.775,58.0,58.0,58.999996
13,400,16000,1.0,100.0,0.5,62.5,250,1.0,5.0,1e-05,0.5,10,100,47.31875,47.21875,47.48125,65.0,65.0,65.0
12,400,16000,0.5,100.0,0.0,62.5,250,1.0,5.0,1e-05,0.5,10,100,56.7875,56.9125,57.49375,69.0,69.0,73.0
14,400,16000,2.5,100.0,0.25,62.5,250,1.0,5.0,1e-05,0.5,10,100,52.04375,51.85,54.05,70.0,67.0,65.0
13,400,16000,0.5,100.0,0.5,62.5,250,1.0,5.0,1e-05,0.5,10,100,46.0,46.45,46.8625,66.0,66.0,64.0
13,300,16000,2.5,100.0,1.0,62.5,250,1.0,5.0,1e-05,0.5,10,100,45.3625,45.18125,45.3625,60.000004,61.0,58.0
13,400,16000,0.5,100.0,0.0,62.5,250,1.0,5.0,1e-05,0.5,10,100,57.2,57.70625,58.7375,70.0,71.0,72.0
11,400,16000,0.5,100.0,0.0,62.5,250,1.0,5.0,1e-05,0.5,10,100,56.63125,56.91875,58.4875,70.0,70.0,72.0
13,400,16000,0.5,100.0,1.0,62.5,250,1.0,5.0,1e-05,0.5,10,100,40.75,41.40625,41.53125,55.0,56.0,58.999996
14,400,16000,1.0,100.0,0.25,62.5,250,1.0,5.0,1e-05,0.5,10,100,49.24375,49.1,50.83125,62.0,62.0,63.0
14,400,16000,2.5,100.0,0.5,62.5,250,1.0,5.0,1e-05,0.5,10,100,49.33125,49.01875,50.8,70.0,67.0,65.0
14,400,16000,2.5,100.0,1.0,62.5,250,1.0,5.0,1e-05,0.5,10,100,46.15625,45.85625,47.44375,70.0,67.0,65.0
13,400,16000,2.5,100.0,0.0,62.5,250,1.0,5.0,1e-05,0.5,10,100,57.2,57.70625,58.7375,70.0,71.0,72.0
15,400,16000,1.0,100.0,0.5,62.5,250,1.0,5.0,1e-05,0.5,10,100,44.85625,44.80625,47.1375,62.0,62.0,62.0
13,400,16000,0.5,100.0,0.25,62.5,250,1.0,5.0,1e-05,0.5,10,100,49.275,49.36875,51.04375,65.0,64.0,70.0
12,400,16000,2.5,100.0,0.25,62.5,250,1.0,5.0,1e-05,0.5,10,100,50.78125,50.7,53.2625,70.0,68.0,67.0
12,400,16000,2.5,100.0,0.0,62.5,250,1.0,5.0,1e-05,0.5,10,100,56.7875,56.9125,57.49375,69.0,69.0,73.0
12,500,16000,1.0,100.0,0.5,62.5,250,1.0,5.0,1e-05,0.5,10,100,46.675,46.59375,47.3375,61.0,60.000004,68.0
12,500,16000,1.0,100.0,0.25,62.5,250,1.0,5.0,1e-05,0.5,10,100,49.7875,49.775,51.63125,62.0,61.0,68.0
14,400,16000,1.0,100.0,0.5,62.5,250,1.0,5.0,1e-05,0.5,10,100,46.6,46.43125,47.56875,62.0,63.0,61.0
14,400,16000,0.5,100.0,0.25,62.5,250,1.0,5.0,1e-05,0.5,10,100,49.45625,49.4,50.45625,65.0,65.0,61.0
11,400,16000,2.5,100.0,0.25,62.5,250,1.0,5.0,1e-05,0.5,10,100,52.4875,52.6625,55.29375,70.0,70.0,69.0
13,400,16000,1.0,100.0,0.0,62.5,250,1.0,5.0,1e-05,0.5,10,100,57.2,57.70625,58.7375,70.0,71.0,72.0
11,400,16000,2.5,100.0,0.0,62.5,250,1.0,5.0,1e-05,0.5,10,100,56.63125,56.91875,58.4875,70.0,70.0,72.0
15,400,16000,0.5,100.0,0.25,62.5,250,1.0,5.0,1e-05,0.5,10,100,47.95,47.95625,50.2,63.0,63.0,62.0
12,400,16000,2.5,100.0,0.5,62.5,250,1.0,5.0,1e-05,0.5,10,100,49.8125,49.68125,50.31875,65.0,65.0,64.0
13,400,16000,2.5,100.0,0.25,62.5,250,1.0,5.0,1e-05,0.5,10,100,51.31875,51.3375,53.90625,65.0,65.0,67.0
15,400,16000,0.5,100.0,0.5,62.5,250,1.0,5.0,1e-05,0.5,10,100,44.79375,44.81875,46.35625,62.0,62.0,68.0
13,400,16000,2.5,100.0,1.0,62.5,250,1.0,5.0,1e-05,0.5,10,100,46.5875,46.5,47.70625,60.000004,61.0,63.0
14,400,16000,0.5,100.0,0.5,62.5,250,1.0,5.0,1e-05,0.5,10,100,45.09375,45.2125,46.2625,62.0,63.0,61.0
14,400,16000,1.0,100.0,1.0,62.5,250,1.0,5.0,1e-05,0.5,10,100,41.63125,41.5625,42.49375,61.0,60.000004,61.0
15,500,16000,2.5,100.0,0.25,62.5,250,1.0,5.0,1e-05,0.5,10,100,52.575,52.85,56.3625,67.0,66.0,69.0
12,500,16000,0.5,100.0,1.0,62.5,250,1.0,5.0,1e-05,0.5,10,100,41.28125,41.16875,41.83125,54.000004,56.0,57.0
15,500,16000,1.0,100.0,0.25,62.5,250,1.0,5.0,1e-05,0.5,10,100,50.275,50.18125,51.63125,64.0,64.0,66.0
13,400,16000,2.5,100.0,0.5,62.5,250,1.0,5.0,1e-05,0.5,10,100,48.38125,48.2625,50.71875,63.0,63.0,65.0
13,500,16000,0.5,100.0,0.25,62.5,250,1.0,5.0,1e-05,0.5,10,100,49.56875,49.7,51.05625,62.0,63.0,66.0
12,500,16000,2.5,100.0,0.25,62.5,250,1.0,5.0,1e-05,0.5,10,100,52.125,51.85,55.01875,70.0,69.0,70.0
12,500,16000,1.0,100.0,1.0,62.5,250,1.0,5.0,1e-05,0.5,10,100,42.2625,41.79375,42.45625,60.000004,58.0,68.0
12,400,16000,1.0,100.0,0.0,62.5,250,1.0,5.0,1e-05,0.5,10,100,56.7875,56.9125,57.49375,69.0,69.0,73.0
15,500,16000,1.0,100.0,1.0,62.5,250,1.0,5.0,1e-05,0.5,10,100,42.975,42.925,43.60625,64.0,64.0,58.999996
13,500,16000,2.5,100.0,0.25,62.5,250,1.0,5.0,1e-05,0.5,10,100,52.7,52.675,55.3,70.0,70.0,69.0
11,400,16000,1.0,100.0,0.25,62.5,250,1.0,5.0,1e-05,0.5,10,100,50.16875,50.3125,51.3,70.0,69.0,66.0
15,500,16000,1.0,100.0,0.0,62.5,250,1.0,5.0,1e-05,0.5,10,100,57.8875,58.35625,58.71875,71.0,71.0,71.0
15,400,16000,0.5,100.0,1.0,62.5,250,1.0,5.0,1e-05,0.5,10,100,40.1875,40.475,41.65,52.0,54.000004,54.000004
11,400,16000,0.5,100.0,0.25,62.5,250,1.0,5.0,1e-05,0.5,10,100,49.59375,49.475,50.9625,67.0,67.0,66.0
12,400,16000,1.0,100.0,0.25,62.5,250,1.0,5.0,1e-05,0.5,10,100,48.83125,48.8,50.99375,66.0,66.0,65.0
11,400,16000,1.0,100.0,0.0,62.5,250,1.0,5.0,1e-05,0.5,10,100,56.63125,56.91875,58.4875,70.0,70.0,72.0
15,500,16000,1.0,100.0,0.5,62.5,250,1.0,5.0,1e-05,0.5,10,100,47.21875,47.15,47.5,64.0,64.0,62.0
14,500,16000,2.5,100.0,0.25,62.5,250,1.0,5.0,1e-05,0.5,10,100,52.06875,51.88125,55.9875,65.0,64.0,69.0
15,500,16000,0.5,100.0,0.25,62.5,250,1.0,5.0,1e-05,0.5,10,100,49.08125,49.16875,50.275,62.0,62.0,68.0
12,400,16000,0.5,100.0,0.25,62.5,250,1.0,5.0,1e-05,0.5,10,100,48.78125,48.85,49.65,65.0,65.0,65.0
12,500,16000,2.5,100.0,0.0,62.5,250,1.0,5.0,1e-05,0.5,10,100,56.84375,57.33125,58.26875,69.0,71.0,70.0
11,400,16000,0.5,100.0,0.5,62.5,250,1.0,5.0,1e-05,0.5,10,100,45.4125,45.63125,47.59375,66.0,66.0,65.0
12,500,16000,1.0,100.0,0.0,62.5,250,1.0,5.0,1e-05,0.5,10,100,56.84375,57.33125,58.26875,69.0,71.0,70.0
11,400,16000,2.5,100.0,0.5,62.5,250,1.0,5.0,1e-05,0.5,10,100,48.28125,48.125,51.2375,65.0,67.0,67.0
14,400,16000,0.5,100.0,1.0,62.5,250,1.0,5.0,1e-05,0.5,10,100,39.91875,39.98125,40.5125,57.0,58.0,58.0
12,400,16000,1.0,100.0,0.5,62.5,250,1.0,5.0,1e-05,0.5,10,100,45.30625,45.325,46.76875,63.0,63.0,64.0
13,400,16000,1.0,100.0,1.0,62.5,250,1.0,5.0,1e-05,0.5,10,100,42.25625,42.33125,42.675,58.0,58.999996,58.0
12,400,16000,0.5,100.0,0.5,62.5,250,1.0,5.0,1e-05,0.5,10,100,45.49375,45.6875,46.03125,64.0,65.0,63.0
12,400,16000,2.5,100.0,1.0,62.5,250,1.0,5.0,1e-05,0.5,10,100,47.66875,47.525,46.86875,65.0,65.0,64.0
14,500,16000,2.5,100.0,0.5,62.5,250,1.0,5.0,1e-05,0.5,10,100,50.4375,50.1375,51.975,65.0,64.0,64.0
11,500,16000,2.5,100.0,0.25,62.5,250,1.0,5.0,1e-05,0.5,10,100,53.64375,53.64375,56.5625,70.0,70.0,70.0
11,400,16000,1.0,100.0,0.5,62.5,250,1.0,5.0,1e-05,0.5,10,100,46.31875,46.5625,47.8375,63.0,63.0,63.0
13,500,16000,0.5,100.0,0.5,62.5,250,1.0,5.0,1e-05,0.5,10,100,45.925,45.96875,47.4,58.999996,58.999996,65.0
12,500,16000,2.5,100.0,0.5,62.5,250,1.0,5.0,1e-05,0.5,10,100,49.38125,49.1875,51.1625,64.0,66.0,68.0
12,500,16000,0.5,100.0,0.25,62.5,250,1.0,5.0,1e-05,0.5,10,100,48.675,48.80625,49.98125,64.0,64.0,67.0
11,400,16000,0.5,100.0,1.0,62.5,250,1.0,5.0,1e-05,0.5,10,100,39.16875,39.75625,41.125,55.0,52.999996,54.000004
11,400,16000,1.0,100.0,1.0,62.5,250,1.0,5.0,1e-05,0.5,10,100,41.4375,42.06875,43.51875,63.0,63.0,62.0
15,500,16000,0.5,100.0,0.0,62.5,250,1.0,5.0,1e-05,0.5,10,100,57.8875,58.35625,58.71875,71.0,71.0,71.0
15,500,16000,2.5,100.0,0.5,62.5,250,1.0,5.0,1e-05,0.5,10,100,49.5125,49.5875,51.76875,67.0,66.0,67.0
11,400,16000,2.5,100.0,1.0,62.5,250,1.0,5.0,1e-05,0.5,10,100,45.8,45.84375,47.80625,65.0,67.0,67.0
13,500,16000,0.5,100.0,1.0,62.5,250,1.0,5.0,1e-05,0.5,10,100,41.53125,41.7625,41.9875,58.0,58.999996,61.0
14,500,16000,0.5,100.0,0.0,62.5,250,1.0,5.0,1e-05,0.5,10,100,57.825,58.16875,58.50625,70.0,68.0,70.0
12,500,16000,2.5,100.0,1.0,62.5,250,1.0,5.0,1e-05,0.5,10,100,46.8,46.58125,47.825,64.0,66.0,62.0
15,500,16000,2.5,100.0,1.0,62.5,250,1.0,5.0,1e-05,0.5,10,100,48.375,48.575,49.49375,67.0,66.0,67.0
11,500,16000,2.5,100.0,0.5,62.5,250,1.0,5.0,1e-05,0.5,10,100,50.1,50.175,52.65,68.0,69.0,68.0
12,400,16000,0.5,100.0,1.0,62.5,250,1.0,5.0,1e-05,0.5,10,100,40.675,41.00625,41.39375,57.0,58.0,55.0
15,500,16000,2.5,100.0,0.0,62.5,250,1.0,5.0,1e-05,0.5,10,100,57.8875,58.35625,58.71875,71.0,71.0,71.0
13,500,16000,2.5,100.0,0.0,62.5,250,1.0,5.0,1e-05,0.5,10,100,57.6625,58.38125,58.64375,70.0,71.0,74.0
15,500,16000,0.5,100.0,0.5,62.5,250,1.0,5.0,1e-05,0.5,10,100,44.80625,45.0625,45.95625,61.0,61.0,60.000004
11,500,16000,2.5,100.0,0.0,62.5,250,1.0,5.0,1e-05,0.5,10,100,58.20625,58.5125,58.68125,70.0,69.0,71.0
13,500,16000,1.0,100.0,0.5,62.5,250,1.0,5.0,1e-05,0.5,10,100,47.21875,47.06875,48.48125,63.0,63.0,64.0
12,400,16000,1.0,100.0,1.0,62.5,250,1.0,5.0,1e-05,0.5,10,100,40.7,41.05,42.1625,63.0,63.0,64.0
13,500,16000,0.5,100.0,0.0,62.5,250,1.0,5.0,1e-05,0.5,10,100,57.6625,58.38125,58.64375,70.0,71.0,74.0
14,500,16000,0.5,100.0,0.25,62.5,250,1.0,5.0,1e-05,0.5,10,100,48.8375,48.8375,50.63125,61.0,60.000004,63.0
11,500,16000,2.5,100.0,1.0,62.5,250,1.0,5.0,1e-05,0.5,10,100,47.30625,47.80625,49.63125,68.0,69.0,68.0
11,500,16000,0.5,100.0,0.25,62.5,250,1.0,5.0,1e-05,0.5,10,100,50.0375,49.8375,52.36875,65.0,66.0,67.0
11,500,16000,0.5,100.0,0.5,62.5,250,1.0,5.0,1e-05,0.5,10,100,45.86875,45.6,48.4375,64.0,66.0,67.0
14,500,16000,1.0,100.0,0.25,62.5,250,1.0,5.0,1e-05,0.5,10,100,48.48125,48.4375,52.20625,61.0,61.0,62.0
14,500,16000,2.5,100.0,0.0,62.5,250,1.0,5.0,1e-05,0.5,10,100,57.825,58.16875,58.50625,70.0,68.0,70.0
13,500,16000,2.5,100.0,0.5,62.5,250,1.0,5.0,1e-05,0.5,10,100,48.95625,48.79375,51.6875,65.0,67.0,65.0
12,500,16000,0.5,100.0,0.0,62.5,250,1.0,5.0,1e-05,0.5,10,100,56.84375,57.33125,58.26875,69.0,71.0,70.0
13,500,16000,1.0,100.0,0.25,62.5,250,1.0,5.0,1e-05,0.5,10,100,51.10625,51.05625,51.975,62.0,62.0,70.0
14,500,16000,1.0,100.0,0.5,62.5,250,1.0,5.0,1e-05,0.5,10,100,45.38125,45.4,47.65625,61.0,61.0,62.0
11,500,16000,0.5,100.0,1.0,62.5,250,1.0,5.0,1e-05,0.5,10,100,41.56875,41.575,43.61875,64.0,66.0,62.0
15,500,16000,0.5,100.0,1.0,62.5,250,1.0,5.0,1e-05,0.5,10,100,40.84375,41.03125,41.5125,58.999996,61.0,56.0
13,100,16000,0.5,100.0,0.0,62.5,250,1.0,5.0,1e-05,0.5,10,100,52.275,52.48125,53.825,63.0,63.0,65.0
14,500,16000,1.0,100.0,1.0,62.5,250,1.0,5.0,1e-05,0.5,10,100,40.96875,41.03125,42.20625,61.0,61.0,62.0
13,500,16000,2.5,100.0,1.0,62.5,250,1.0,5.0,1e-05,0.5,10,100,46.525,46.3,47.7,65.0,67.0,61.0
13,500,16000,1.0,100.0,0.0,62.5,250,1.0,5.0,1e-05,0.5,10,100,57.6625,58.38125,58.64375,70.0,71.0,74.0
11,500,16000,1.0,100.0,0.0,62.5,250,1.0,5.0,1e-05,0.5,10,100,58.20625,58.5125,58.68125,70.0,69.0,71.0
11,500,16000,1.0,100.0,1.0,62.5,250,1.0,5.0,1e-05,0.5,10,100,42.81875,42.5125,43.65625,68.0,67.0,65.0
13,500,16000,1.0,100.0,1.0,62.5,250,1.0,5.0,1e-05,0.5,10,100,41.8625,41.6125,43.1,58.0,60.000004,62.0
11,500,16000,0.5,100.0,0.0,62.5,250,1.0,5.0,1e-05,0.5,10,100,58.20625,58.5125,58.68125,70.0,69.0,71.0
14,500,16000,0.5,100.0,0.5,62.5,250,1.0,5.0,1e-05,0.5,10,100,45.5,45.3625,46.6375,61.0,61.0,61.0
12,500,16000,0.5,100.0,0.5,62.5,250,1.0,5.0,1e-05,0.5,10,100,45.4625,45.46875,46.625,61.0,61.0,66.0
14,500,16000,2.5,100.0,1.0,62.5,250,1.0,5.0,1e-05,0.5,10,100,48.55625,48.09375,49.05,65.0,64.0,64.0
11,500,16000,1.0,100.0,0.25,62.5,250,1.0,5.0,1e-05,0.5,10,100,51.175,51.0375,52.63125,68.0,67.0,67.0
14,500,16000,0.5,100.0,1.0,62.5,250,1.0,5.0,1e-05,0.5,10,100,40.95,40.96875,41.65625,57.0,58.0,58.0
12,100,16000,2.5,100.0,0.0,62.5,250,1.0,5.0,1e-05,0.5,10,100,50.8,51.0125,52.6,71.0,72.0,69.0
11,500,16000,1.0,100.0,0.5,62.5,250,1.0,5.0,1e-05,0.5,10,100,47.1375,46.88125,48.6875,68.0,67.0,66.0
14,500,16000,1.0,100.0,0.0,62.5,250,1.0,5.0,1e-05,0.5,10,100,57.825,58.16875,58.50625,70.0,68.0,70.0
14,100,16000,1.0,100.0,1.0,62.5,250,1.0,5.0,1e-05,0.5,10,100,34.90625,35.29375,35.8875,51.0,51.0,50.0
