seed,n_train,time,lr,lr_decay,update_interval,wmin,wmax,norm,mean_accuracy,max_accuracy
0,60000,10,0.05,0.9,-10.0,0.1,50.0,500,22.682001,39.0
0,60000,10,0.05,0.99,-10.0,1.0,50.0,500,9.974,13.0
0,60000,10,0.001,0.9,-10.0,1.0,250.0,500,30.701998,39.399998
0,60000,10,0.001,0.95,-10.0,0.1,100.0,500,29.827997,37.4
0,60000,10,0.001,0.95,-1.0,0.1,100.0,500,29.816002,39.6
0,60000,10,0.001,0.95,-1.0,0.1,250.0,500,29.404001,40.2
0,60000,10,0.001,0.95,-1.0,1.0,50.0,500,29.086,38.4
0,60000,10,0.001,0.95,-10.0,1.0,250.0,500,29.526,39.399998
0,60000,10,0.001,0.95,-1.0,1.0,100.0,500,29.895998,38.800003
0,60000,10,0.05,0.9,-0.1,1.0,100.0,500,24.092,38.600002
0,60000,10,0.001,0.99,-1.0,1.0,250.0,500,24.840002,30.4
0,60000,10,0.05,0.9,-1.0,1.0,100.0,500,24.414001,39.2
0,60000,10,0.05,0.9,-1.0,10.0,100.0,500,24.231997,40.4
0,60000,10,0.001,0.9,-10.0,10.0,250.0,500,30.097998,37.6
0,60000,10,0.001,0.95,-1.0,10.0,50.0,500,28.88,38.4
0,60000,10,0.001,0.9,-0.1,0.1,50.0,500,31.659998,38.0
0,60000,10,0.05,0.95,-1.0,0.1,50.0,500,13.165999,27.4
0,60000,10,0.001,0.9,-10.0,0.1,50.0,500,31.734,39.2
0,60000,10,0.001,0.95,-10.0,1.0,50.0,500,28.91,40.8
0,60000,10,0.001,0.9,-0.1,1.0,50.0,500,31.73,39.8
0,60000,10,0.001,0.95,-1.0,10.0,100.0,500,29.702,38.2
0,60000,10,0.001,0.9,-10.0,1.0,50.0,500,31.772,39.6
0,60000,10,0.001,0.9,-10.0,10.0,100.0,500,31.676003,40.0
0,60000,10,0.001,0.9,-1.0,1.0,50.0,500,31.782,38.600002
0,60000,10,0.001,0.9,-1.0,10.0,50.0,500,31.834,38.4
0,60000,10,0.001,0.95,-10.0,0.1,50.0,500,28.97,38.600002
0,60000,10,0.001,0.9,-0.1,10.0,50.0,500,31.716002,38.600002
0,60000,10,0.001,0.95,-10.0,0.1,250.0,500,29.606,37.6
0,60000,10,0.001,0.9,-10.0,0.1,250.0,500,30.631996,37.8
0,60000,10,0.001,0.9,-10.0,0.1,100.0,500,32.12,39.8
0,60000,10,0.001,0.95,-1.0,0.1,50.0,500,28.873999,38.600002
0,60000,10,0.001,0.95,-10.0,10.0,50.0,500,28.8,38.600002
0,60000,10,0.001,0.9,-1.0,1.0,250.0,500,30.153997,37.0
0,60000,10,0.001,0.9,-0.1,0.1,100.0,500,31.853998,38.800003
0,60000,10,0.001,0.9,-0.1,1.0,250.0,500,30.383997,38.4
0,60000,10,0.001,0.9,-1.0,0.1,250.0,500,30.519997,37.6
0,60000,10,0.001,0.9,-0.1,1.0,100.0,500,31.878,40.6
0,60000,10,0.001,0.9,-1.0,0.1,100.0,500,32.118,39.6
0,60000,10,0.001,0.9,-10.0,1.0,100.0,500,31.92,41.0
0,60000,10,0.001,0.9,-10.0,10.0,50.0,500,31.778,39.2
0,60000,10,0.001,0.95,-10.0,1.0,100.0,500,29.749998,37.8
0,60000,10,0.001,0.9,-0.1,0.1,250.0,500,28.450003,35.0
0,60000,10,0.001,0.9,-0.1,10.0,100.0,500,31.824001,38.4
0,60000,10,0.001,0.9,-1.0,0.1,50.0,500,31.564,39.399998
0,60000,10,0.001,0.95,-1.0,10.0,250.0,500,29.403997,39.8
0,60000,10,0.001,0.9,-0.1,10.0,250.0,500,30.645998,38.0
0,60000,10,0.05,0.9,-10.0,0.1,50.0,500,22.682001,39.0
0,60000,10,0.001,0.95,-10.0,10.0,100.0,500,29.85,39.2
0,60000,10,0.001,0.99,-0.1,10.0,100.0,500,23.282001,29.199999
0,60000,10,0.001,0.9,-1.0,10.0,100.0,500,31.826,38.0
0,60000,10,0.01,0.9,-0.1,0.1,50.0,500,26.698,39.2
0,60000,10,0.001,0.99,-0.1,10.0,250.0,500,24.750002,30.8
0,60000,10,0.05,0.9,-10.0,0.1,100.0,500,24.196,38.800003
0,60000,10,0.05,0.9,-10.0,1.0,100.0,500,24.414001,39.2
0,60000,10,0.05,0.9,-0.1,1.0,50.0,500,22.958,40.6
0,60000,10,0.05,0.9,-10.0,10.0,100.0,500,24.414001,39.2
0,60000,10,0.001,0.9,-1.0,10.0,250.0,500,30.63,37.8
0,60000,10,0.05,0.9,-10.0,10.0,250.0,500,27.006,39.8
0,60000,10,0.001,0.99,-1.0,0.1,50.0,500,19.636002,25.400002
0,60000,10,0.001,0.99,-1.0,0.1,100.0,500,23.282,28.8
0,60000,10,0.05,0.95,-1.0,1.0,250.0,500,18.87,34.0
0,60000,10,0.05,0.9,-1.0,10.0,50.0,500,22.846,40.6
0,60000,10,0.001,0.95,-0.1,0.1,100.0,500,29.71,37.2
0,60000,10,0.001,0.9,-1.0,1.0,100.0,500,31.870003,39.0
0,60000,10,0.05,0.9,-10.0,1.0,250.0,500,27.006,39.8
0,60000,10,0.05,0.9,-0.1,0.1,250.0,500,25.485998,37.6
0,60000,10,0.05,0.9,-10.0,0.1,250.0,500,26.569998,38.600002
0,60000,10,0.05,0.95,-0.1,0.1,50.0,500,13.052001,25.2
0,60000,10,0.05,0.9,-1.0,1.0,50.0,500,22.768,40.2
0,60000,10,0.05,0.99,-1.0,0.1,50.0,500,9.974,13.0
0,60000,10,0.001,0.95,-1.0,1.0,250.0,500,28.963999,38.4
0,60000,10,0.01,0.99,-1.0,1.0,100.0,500,11.212,14.599999
0,60000,10,0.05,0.99,-10.0,0.1,50.0,500,9.974,13.0
0,60000,10,0.05,0.9,-1.0,0.1,100.0,500,24.377998,38.800003
0,60000,10,0.05,0.95,-10.0,0.1,250.0,500,18.558,32.600002
0,60000,10,0.05,0.99,-10.0,1.0,250.0,500,10.082,13.2
0,60000,10,0.05,0.95,-0.1,0.1,100.0,500,15.31,29.199999
0,60000,10,0.05,0.95,-10.0,1.0,250.0,500,18.87,34.0
0,60000,10,0.05,0.9,-1.0,1.0,250.0,500,27.006,39.8
0,60000,10,0.001,0.95,-0.1,10.0,50.0,500,28.925999,39.399998
0,60000,10,0.05,0.9,-0.1,10.0,100.0,500,24.254,40.0
0,60000,10,0.05,0.99,-0.1,0.1,250.0,500,10.082001,13.2
0,60000,10,0.01,0.95,-1.0,0.1,250.0,500,25.478,38.4
0,60000,10,0.001,0.99,-0.1,10.0,50.0,500,19.683998,25.8
0,60000,10,0.05,0.95,-1.0,1.0,50.0,500,13.058,23.800001
0,60000,10,0.05,0.95,-1.0,0.1,250.0,500,18.660002,33.399998
0,60000,10,0.01,0.95,-10.0,10.0,100.0,500,22.007998,37.4
0,60000,10,0.05,0.95,-10.0,10.0,100.0,500,15.332001,30.000002
0,60000,10,0.05,0.9,-10.0,10.0,50.0,500,22.768,40.2
0,60000,10,0.05,0.95,-0.1,10.0,100.0,500,15.288,29.4
0,60000,10,0.01,0.9,-1.0,10.0,250.0,500,30.33,38.600002
0,60000,10,0.01,0.9,-10.0,1.0,100.0,500,28.46,40.6
0,60000,10,0.01,0.9,-1.0,1.0,50.0,500,27.054,41.2
0,60000,10,0.05,0.95,-10.0,0.1,100.0,500,15.16,29.800001
0,60000,10,0.05,0.9,-1.0,0.1,250.0,500,26.315998,38.4
0,60000,10,0.05,0.95,-1.0,1.0,100.0,500,15.332001,30.000002
0,60000,10,0.001,0.99,-1.0,0.1,250.0,500,25.010002,32.600002
0,60000,10,0.05,0.95,-10.0,0.1,50.0,500,13.1380005,24.4
0,60000,10,0.05,0.95,-1.0,10.0,50.0,500,13.088003,24.4
0,60000,10,0.001,0.95,-0.1,1.0,100.0,500,29.857998,38.2
0,60000,10,0.05,0.9,-10.0,1.0,50.0,500,22.768,40.2
0,60000,10,0.01,0.9,-1.0,0.1,250.0,500,30.208002,38.600002
0,60000,10,0.05,0.95,-0.1,10.0,50.0,500,12.978001,24.4
0,60000,10,0.01,0.9,-10.0,0.1,100.0,500,28.505999,39.2
0,60000,10,0.01,0.9,-10.0,10.0,50.0,500,27.054,41.2
0,60000,10,0.001,0.95,-0.1,0.1,50.0,500,28.921999,37.8
0,60000,10,0.001,0.99,-0.1,0.1,50.0,500,19.728,26.199999
0,60000,10,0.01,0.9,-1.0,1.0,250.0,500,30.48,39.2
0,60000,10,0.001,0.99,-0.1,0.1,250.0,500,22.581995,28.400002
0,60000,10,0.05,0.9,-0.1,0.1,50.0,500,23.036001,400,60000,10,0.05,0.95,-10.0,1.0,50.0,500,13.058,23.800001
0,60000,10,0.01,0.9,-1.0,10.0,50.0,500,26.958,41.2
0,60000,10,0.001,0.99,-10.0,0.1,250.0,500,24.992002,30.199999
0,60000,10,0.01,0.9,-0.1,10.0,100.0,500,28.301996,38.600002
0,60000,10,0.001,0.95,-0.1,0.1,250.0,500,27.167997,37.2
0,60000,10,0.01,0.9,-0.1,1.0,50.0,500,26.892002,38.600002
0,60000,10,0.01,0.95,-1.0,1.0,250.0,500,25.706,39.399998
0,60000,10,0.01,0.9,-1.0,1.0,100.0,500,28.488,39.0
0,60000,10,0.001,0.99,-10.0,1.0,250.0,500,25.037998,31.400002
0,60000,10,0.01,0.95,-0.1,1.0,100.0,500,21.883999,36.0
0,60000,10,0.01,0.99,-10.0,0.1,250.0,500,15.372,20.4
0,60000,10,0.01,0.95,-10.0,10.0,50.0,500,18.956,34.6
0,60000,10,0.01,0.9,-10.0,10.0,250.0,500,30.426,40.2
0,60000,10,0.001,0.95,-0.1,1.0,50.0,500,28.915998,38.600002
0,60000,10,0.01,0.9,-0.1,10.0,50.0,500,26.999998,39.399998
0,60000,10,0.01,0.95,-0.1,0.1,100.0,500,21.730003,36.8
0,60000,10,0.01,0.9,-0.1,1.0,100.0,500,28.501999,39.8
0,60000,10,0.01,0.95,-1.0,1.0,50.0,500,18.956,34.6
800001
0,60000,10,0.01,0.9,-1.0,0.1,100.0,500,28.55,40.4
3.2
0,60000,10,0.001,0.99,-10.0,10.0,50.0,500,19.79,26.0
0,60000,10,0.001,0.95,-0.1,10.0,100.0,500,29.736,39.399998
0,60000,10,0.01,0.99,-1.0,10.0,250.0,500,15.609999,21.4
0,60000,10,0.01,0.95,-0.1,1.0,50.0,500,18.943998,34.2
8.8
0,60000,10,0.01,0.9,-10.0,1.0,50.0,500,27.054,41.2
0,60000,10,0.01,0.95,-0.1,10.0,100.0,500,21.798,37.4
0,60000,10,0.01,0.95,-1.0,10.0,50.0,500,18.926,33.8
0,60000,10,0.01,0.9,-0.1,0.1,100.0,500,28.34,39.8

0,60000,10,0.01,0.95,-10.0,0.1,50.0,500,18.912,35.600002

0,60000,10,0.01,0.95,-10.0,0.1,100.0,500,21.754,37.0
00002
0,60000,10,0.01,0.95,-0.1,0.1,50.0,500,18.671999,33.199997
0,60000,10,0.05,0.99,-10.0,10.0,100.0,500,9.976001,13.0
0002
0,60000,10,0.05,0.99,-0.1,1.0,50.0,500,9.974,13.0
0,60000,10,0.01,0.95,-1.0,10.0,100.0,500,21.821999,38.0
0,60000,10,0.01,0.99,-1.0,1.0,250.0,500,15.656,21.8
0,60000,10,0.05,0.95,-0.1,1.0,50.0,500,13.142001,26.199999
2
0,60000,10,0.01,0.9,-1.0,10.0,100.0,500,28.536001,400,60000,10,0.001,0.99,-1.0,10.0,50.0,500,19.77,26.199999
0,60000,10,0.01,0.95,-0.1,0.1,250.0,500,24.459997,37.4
0,60000,10,0.01,0.99,-0.1,1.0,100.0,500,11.256,15.000001
0,60000,10,0.05,0.99,-1.0,1.0,250.0,500,10.082,13.2

0
0,60000,10,0.01,0.9,-10.0,0.1,250.0,500,29.956001,38.60,60000,10,0.01,0.99,-1.0,0.1,100.0,500,11.311999,16.2
0,60000,10,0.05,0.95,-10.0,10.0,50.0,500,13.058,23.800001
0,60000,10,0.001,0.95,-0.1,10.0,250.0,500,29.404,37.6
2
0,60000,10,0.001,0.99,-0.1,0.1,100.0,500,23.106,29.1999990,60000,10,0.01,0.99,-0.1,1.0,250.0,500,15.528002,22.0
0,60000,10,0.05,0.9,-1.0,0.1,50.0,500,22.907997,40.0
0
0,60000,10,0.01,0.99,-1.0,0.1,250.0,500,15.61,20.800001
0,60000,10,0.05,0.99,-10.0,0.1,250.0,500,10.091999,13.2
0,60000,10,0.01,0.95,-1.0,1.0,100.0,500,21.931997,36.399998
0,60000,10,0.01,0.99,-10.0,0.1,100.0,500,11.214001,15.2
0,60000,10,0.05,0.9,-0.1,1.0,250.0,500,26.562,39.399998
0,60000,10,0.01,0.99,-10.0,1.0,50.0,500,10.073999,13.2
0,60000,10,0.01,0.99,-0.1,10.0,250.0,500,15.554002,20.800001
0,60000,10,0.001,0.99,-1.0,10.0,250.0,500,24.716002,30.199999
0,60000,10,0.01,0.99,-1.0,10.0,100.0,500,11.236,15.2
30.8
0,60000,10,0.05,0.99,-1.0,1.0,50.0,500,9.974,13.0
0,60000,10,0.05,0.9,-0.1,10.0,250.0,500,26.592,38.2
0,60000,10,0.01,0.95,-0.1,10.0,50.0,500,18.717999,33.8
0,60000,10,0.001,0.99,-0.1,1.0,50.0,500,19.762001,25.6
0,60000,10,0.05,0.99,-1.0,10.0,100.0,500,9.976001,13.0
0,60000,10,0.05,0.95,-10.0,1.0,100.0,500,15.332001,30.000002
0,60000,10,0.01,0.99,-0.1,0.1,100.0,500,11.13,15.000001
0,60000,10,0.01,0.9,-0.1,10.0,250.0,500,30.196,38.800003
0,60000,10,0.001,0.99,-10.0,0.1,100.0,500,23.081999,29.199999
0,60000,10,0.05,0.95,-0.1,1.0,250.0,500,18.898,31.8
0,60000,10,0.01,0.99,-10.0,10.0,250.0,500,15.407999,20.800001
0,60000,10,0.01,0.99,-10.0,1.0,250.0,500,15.394001,21.4
0,60000,10,0.01,0.99,-0.1,1.0,50.0,500,10.076,13.2
0,60000,10,0.01,0.99,-0.1,10.0,50.0,500,10.076,13.2
0,60000,10,0.05,0.99,-0.1,0.1,50.0,500,9.976001,13.0,60000,10,0.05,0.99,-10.0,10.0,250.0,500,10.082,13.2
0,60000,10,0.01,0.99,-0.1,0.1,50.0,500,10.073999,13.2
0,60000,10,0.05,0.95,-1.0,10.0,250.0,500,18.758001,33.199997
0,60000,10,0.01,0.95,-1.0,10.0,250.0,500,25.963999,41.2
0,60000,10,0.01,0.99,-0.1,0.1,250.0,500,14.586001,20.4
0,60000,10,0.01,0.95,-0.1,1.0,250.0,500,25.67,37.0
0,60000,10,0.05,0.99,-0.1,10.0,250.0,500,10.078,13.20,60000,10,0.01,0.95,-0.1,10.0,250.0,500,25.729998,36.6
0,60000,10,0.01,0.95,-1.0,0.1,100.0,500,21.744001,35.600002
0,60000,10,0.001,0.99,-1.0,1.0,50.0,500,19.574,25.6
0,60000,10,0.001,0.99,-0.1,1.0,100.0,500,23.254002,28.600002
0,60000,10,0.01,0.99,-0.1,10.0,100.0,500,11.186,15.000001
0,60000,10,0.05,0.95,-1.0,0.1,100.0,500,15.226,30.199999
0,60000,10,0.05,0.99,-0.1,1.0,100.0,500,9.972001,13.0
0,60000,10,0.05,0.99,-10.0,0.1,100.0,500,9.974001,13.0
0,60000,10,0.01,0.99,-10.0,1.0,100.0,500,11.334001,15.4
0,60000,10,0.01,0.9,-0.1,1.0,250.0,500,30.014,38.2
0,60000,10,0.01,0.99,-1.0,10.0,50.0,500,10.076,13.2
0,60000,10,0.05,0.95,-1.0,10.0,100.0,500,15.336001,28.2
0,60000,10,0.01,0.9,-0.1,0.1,250.0,500,28.822002,38.2
0,60000,50,0.001,0.95,-10.0,0.1,250.0,500,27.962,38.0
0,60000,50,0.001,0.9,-10.0,0.1,250.0,500,31.22,37.8
0,60000,50,0.001,0.9,-1.0,0.1,250.0,500,31.235998,38.4
0,60000,50,0.001,0.9,-10.0,0.1,50.0,500,28.314001,41.0
0,60000,50,0.001,0.9,-0.1,10.0,50.0,500,28.151997,38.600002
0,60000,50,0.001,0.9,-1.0,1.0,250.0,500,31.709997,38.4
0,60000,50,0.001,0.9,-1.0,0.1,100.0,500,29.995998,39.6
0,60000,50,0.001,0.95,-10.0,1.0,250.0,500,28.368,37.8
0,60000,50,0.001,0.9,-1.0,10.0,100.0,500,29.947998,39.2
0,60000,50,0.001,0.9,-1.0,1.0,100.0,500,29.756,39.8
0,60000,50,0.001,0.9,-1.0,10.0,250.0,500,31.436,39.0
0,60000,50,0.001,0.9,-0.1,10.0,100.0,500,29.872,38.4
0,60000,50,0.001,0.9,-10.0,1.0,50.0,500,28.370003,39.399998
0,60000,50,0.001,0.9,-0.1,1.0,50.0,500,28.107998,39.399998
0,60000,50,0.001,0.9,-0.1,0.1,250.0,500,30.009998,39.0
0,60000,50,0.001,0.95,-10.0,0.1,100.0,500,24.857998,38.2
0,60000,50,0.001,0.9,-0.1,1.0,100.0,500,29.914001,40.4
0,60000,50,0.001,0.9,-10.0,0.1,100.0,500,29.808002,39.399998
0,60000,50,0.001,0.95,-10.0,10.0,250.0,500,28.435999,37.2
0,60000,50,0.001,0.9,-10.0,10.0,100.0,500,29.886002,40.6
0,60000,50,0.001,0.95,-10.0,10.0,100.0,500,24.631996,37.8
0,60000,50,0.001,0.95,-10.0,0.1,50.0,500,21.869997,36.0
0,60000,50,0.001,0.9,-10.0,1.0,100.0,500,30.084002,38.800003
0,60000,50,0.001,0.9,-10.0,10.0,250.0,500,31.532001,38.2
0,60000,50,0.001,0.9,-10.0,10.0,50.0,500,28.408,39.399998
