seed,n_train,time,lr,lr_decay,update_interval,max_prob,mean_accuracy,max_accuracy
0,60000,50,0.01,0.95,500,1.0,71.12667,88.4
0,60000,50,0.0075,0.97,500,1.0,67.28834,84.799995
0,60000,50,0.0075,0.98,500,1.0,61.270004,77.8
0,60000,50,0.0075,0.95,500,1.0,73.23333,87.2
0,60000,50,0.01,0.97,500,1.0,63.391666,84.2
0,60000,50,0.0075,0.96,500,1.0,71.291664,88.0
0,60000,50,0.01,0.94,500,1.0,72.88167,89.200005
0,60000,50,0.01,0.96,500,1.0,68.01833,86.6
0,60000,50,0.01,0.98,500,1.0,56.164997,75.2
1,60000,10,0.0075,0.94,500,1.0,80.541664,87.0
1,60000,10,0.0075,0.95,500,1.0,80.23499,88.6
1,60000,10,0.0075,0.96,500,1.0,79.755,86.4
1,60000,10,0.0075,0.97,500,1.0,78.82334,87.6
1,60000,10,0.01,0.91,500,1.0,81.00833,86.6
0,60000,50,0.01,0.93,500,1.0,74.21,88.8
1,60000,10,0.0075,0.98,500,1.0,77.30501,84.799995
1,60000,10,0.01,0.92,500,1.0,80.9,87.6
0,60000,50,0.001,0.91,500,1.0,80.16333,88.4
1,60000,10,0.01,0.93,500,1.0,80.68166,87.4
1,60000,10,0.01,0.94,500,1.0,80.41167,86.6
1,60000,10,0.01,0.95,500,1.0,79.95167,87.6
1,60000,10,0.01,0.96,500,1.0,79.17834,86.0
1,60000,10,0.01,0.97,500,1.0,78.15,86.0
1,60000,10,0.01,0.98,500,1.0,76.166664,85.2
0,60000,75,0.001,0.94,500,1.0,80.243324,88.0
1,60000,25,0.001,0.92,500,1.0,79.08499,84.799995
1,60000,25,0.001,0.95,500,1.0,79.08833,86.2
1,60000,25,0.001,0.91,500,1.0,78.795006,84.799995
1,60000,25,0.001,0.94,500,1.0,79.2,86.6
1,60000,25,0.001,0.98,500,1.0,77.92834,84.2
1,60000,25,0.001,0.93,500,1.0,79.145004,86.2
1,60000,25,0.0025,0.91,500,1.0,80.63999,86.2
1,60000,25,0.001,0.96,500,1.0,79.01667,85.399994
1,60000,25,0.0025,0.92,500,1.0,80.68666,87.2
0,60000,75,0.001,0.95,500,1.0,79.916664,88.6
0,60000,75,0.001,0.93,500,1.0,80.441666,89.0
0,60000,75,0.001,0.97,500,1.0,78.59334,88.4
1,60000,25,0.0025,0.93,500,1.0,80.49,87.0
0,60000,75,0.0025,0.95,500,1.0,77.48667,89.200005
0,60000,75,0.005,0.93,500,1.0,75.97834,88.6
0,60000,75,0.001,0.92,500,1.0,80.47667,88.8
0,60000,75,0.001,0.91,500,1.0,80.54666,88.200005
0,60000,75,0.0025,0.94,500,1.0,78.46167,89.4
0,60000,75,0.0025,0.93,500,1.0,79.04666,87.4
0,60000,75,0.001,0.98,500,1.0,77.04833,86.2
0,60000,75,0.001,0.96,500,1.0,79.37333,88.6
0,60000,75,0.005,0.95,500,1.0,73.253334,88.4
0,60000,75,0.0025,0.91,500,1.0,79.80334,88.6
0,60000,75,0.0075,0.91,500,1.0,75.51667,89.200005
0,60000,75,0.005,0.91,500,1.0,77.43167,88.6
0,60000,75,0.0025,0.96,500,1.0,76.17334,88.0
0,60000,75,0.0025,0.98,500,1.0,70.403336,82.4
0,60000,75,0.0025,0.97,500,1.0,74.10833,86.4
0,60000,75,0.005,0.98,500,1.0,60.83167,78.6
0,60000,75,0.005,0.92,500,1.0,76.90168,88.4
0,60000,75,0.0025,0.92,500,1.0,79.48333,88.8
0,60000,75,0.0075,0.97,500,1.0,61.586666,81.4
0,60000,75,0.005,0.94,500,1.0,74.78667,88.8
0,60000,75,0.0075,0.93,500,1.0,73.44834,88.8
0,60000,75,0.01,0.92,500,1.0,72.759995,87.6
1,60000,25,0.0025,0.94,500,1.0,80.45333,87.0
0,60000,75,0.01,0.91,500,1.0,73.83999,89.0
0,60000,75,0.0075,0.92,500,1.0,74.50833,87.6
0,60000,75,0.005,0.97,500,1.0,66.93166,83.200005
0,60000,75,0.0075,0.96,500,1.0,66.63167,87.2
0,60000,75,0.0075,0.95,500,1.0,69.76333,87.8
1,60000,25,0.0025,0.95,500,1.0,80.07,87.4
0,60000,75,0.0075,0.94,500,1.0,71.916664,88.0
1,60000,25,0.001,0.97,500,1.0,78.496666,84.799995
0,60000,75,0.01,0.96,500,1.0,63.063335,84.799995
0,60000,75,0.01,0.95,500,1.0,67.02167,87.2
0,60000,75,0.01,0.93,500,1.0,71.478325,88.0
0,60000,75,0.0075,0.98,500,1.0,53.84,75.4
0,60000,75,0.01,0.94,500,1.0,69.75166,88.0
0,60000,75,0.01,0.97,500,1.0,57.345005,82.200005
1,60000,25,0.0025,0.96,500,1.0,79.643326,85.799995
1,60000,25,0.0025,0.97,500,1.0,79.0,85.799995
1,60000,25,0.0025,0.98,500,1.0,77.57166,84.6
1,60000,25,0.005,0.91,500,1.0,80.63833,87.2
1,60000,25,0.005,0.93,500,1.0,80.22667,86.799995
1,60000,25,0.0075,0.91,500,1.0,80.06833,87.8
1,60000,25,0.005,0.95,500,1.0,79.22334,87.0
1,60000,25,0.005,0.97,500,1.0,76.765,85.2
1,60000,25,0.0075,0.92,500,1.0,79.78667,87.2
1,60000,25,0.005,0.94,500,1.0,79.76833,87.2
1,60000,25,0.005,0.96,500,1.0,78.29666,86.2
1,60000,25,0.0075,0.93,500,1.0,79.30334,87.4
1,60000,25,0.005,0.98,500,1.0,74.55667,83.8
1,60000,25,0.0075,0.95,500,1.0,77.73333,86.4
1,60000,25,0.0075,0.96,500,1.0,76.53833,86.4
1,60000,25,0.0075,0.94,500,1.0,78.61333,87.0
1,60000,25,0.0075,0.97,500,1.0,74.535,85.0
1,60000,25,0.005,0.92,500,1.0,80.579994,87.4
1,60000,25,0.01,0.91,500,1.0,79.29001,88.0
1,60000,25,0.01,0.93,500,1.0,78.316666,87.8
1,60000,25,0.01,0.98,500,1.0,67.84667,81.6
1,60000,25,0.01,0.95,500,1.0,76.278336,86.799995
1,60000,25,0.0075,0.98,500,1.0,70.85167,84.4
1,60000,25,0.01,0.94,500,1.0,77.564995,87.4
1,60000,25,0.01,0.97,500,1.0,72.06333,85.2
1,60000,25,0.01,0.96,500,1.0,74.683334,85.799995
0,60000,75,0.005,0.96,500,1.0,70.86667,87.4
1,60000,25,0.01,0.92,500,1.0,78.64834,87.0
0,60000,75,0.01,0.98,500,1.0,48.108334,73.4
0,60000,100,0.001,0.94,500,1.0,79.965,87.4
0,60000,100,0.001,0.92,500,1.0,80.71333,88.0
0,60000,100,0.0025,0.94,500,1.0,77.10833,89.200005
0,60000,100,0.001,0.96,500,1.0,78.87667,88.0
0,60000,100,0.001,0.93,500,1.0,80.26667,88.200005
0,60000,100,0.001,0.91,500,1.0,80.6,88.6
0,60000,100,0.001,0.97,500,1.0,77.543335,87.4
0,60000,100,0.0025,0.91,500,1.0,78.93667,87.8
0,60000,100,0.0025,0.98,500,1.0,67.14667,79.799995
0,60000,100,0.0025,0.92,500,1.0,78.57166,87.8
1,60000,50,0.001,0.95,500,1.0,80.079994,86.0
0,60000,100,0.001,0.98,500,1.0,75.560005,86.2
0,60000,100,0.0025,0.93,500,1.0,77.981674,89.200005
0,60000,100,0.005,0.97,500,1.0,63.166668,82.8
1,60000,50,0.0025,0.91,500,1.0,80.579994,87.4
0,60000,100,0.001,0.95,500,1.0,79.61833,87.8
0,60000,100,0.005,0.92,500,1.0,75.346664,89.600006
1,60000,50,0.0025,0.92,500,1.0,80.42666,87.6
1,60000,50,0.001,0.97,500,1.0,79.125,86.0
1,60000,50,0.001,0.93,500,1.0,80.51501,86.4
0,60000,100,0.005,0.93,500,1.0,74.17834,88.0
1,60000,50,0.001,0.91,500,1.0,80.420006,86.799995
1,60000,50,0.001,0.98,500,1.0,77.96833,85.399994
0,60000,100,0.0025,0.97,500,1.0,71.55,85.2
1,60000,50,0.001,0.94,500,1.0,80.26501,86.799995
1,60000,50,0.001,0.96,500,1.0,79.643326,85.6
1,60000,50,0.0025,0.93,500,1.0,80.35167,86.2
1,60000,50,0.0025,0.97,500,1.0,76.73333,86.0
1,60000,50,0.0025,0.95,500,1.0,79.256676,86.799995
1,60000,50,0.0025,0.96,500,1.0,78.295,86.2
1,60000,50,0.001,0.92,500,1.0,80.605,86.799995
1,60000,50,0.005,0.96,500,1.0,74.57834,87.0
1,60000,50,0.0025,0.98,500,1.0,74.134995,84.2
1,60000,50,0.0025,0.94,500,1.0,79.743324,87.0
1,60000,50,0.005,0.95,500,1.0,76.15,87.0
0,60000,100,0.0025,0.96,500,1.0,74.3,87.8
0,60000,100,0.0075,0.92,500,1.0,72.80166,89.200005
0,60000,100,0.0075,0.91,500,1.0,73.92166,89.200005
1,60000,50,0.005,0.94,500,1.0,77.34167,87.0
0,60000,100,0.0075,0.93,500,1.0,71.43167,88.8
0,60000,100,0.0075,0.94,500,1.0,69.76667,88.6
1,60000,50,0.005,0.91,500,1.0,79.041664,87.2
0,60000,100,0.005,0.91,500,1.0,76.085,88.4
0,60000,100,0.0075,0.95,500,1.0,67.041664,87.8
1,60000,50,0.005,0.92,500,1.0,78.706665,87.2
1,60000,50,0.005,0.97,500,1.0,71.695,85.0
1,60000,50,0.005,0.98,500,1.0,67.30167,81.8
0,60000,100,0.0025,0.95,500,1.0,76.06333,87.8
0,60000,100,0.0075,0.98,500,1.0,48.111668,72.6
1,60000,50,0.005,0.93,500,1.0,78.07334,87.0
0,60000,100,0.01,0.93,500,1.0,69.403336,88.0
0,60000,100,0.005,0.94,500,1.0,72.768326,89.8
0,60000,100,0.005,0.96,500,1.0,67.75833,86.2
1,60000,50,0.0075,0.91,500,1.0,77.60833,89.0
0,60000,100,0.01,0.96,500,1.0,59.475,84.0
0,60000,100,0.0075,0.96,500,1.0,63.116665,86.0
1,60000,50,0.0075,0.92,500,1.0,77.1,86.799995
0,60000,100,0.01,0.95,500,1.0,64.05,87.8
0,60000,100,0.01,0.98,500,1.0,42.245,68.6
0,60000,100,0.005,0.98,500,1.0,55.811665,75.6
0,60000,100,0.005,0.95,500,1.0,70.85833,89.0
0,60000,100,0.01,0.91,500,1.0,72.346664,88.8
0,60000,100,0.0075,0.97,500,1.0,57.27333,82.200005
0,60000,100,0.01,0.94,500,1.0,67.51167,87.6
1,60000,50,0.01,0.93,500,1.0,74.68166,86.799995
1,60000,50,0.0075,0.94,500,1.0,75.25167,87.2
1,60000,50,0.0075,0.95,500,1.0,73.386665,86.6
1,60000,50,0.0075,0.93,500,1.0,76.255,87.2
1,60000,50,0.01,0.92,500,1.0,75.82334,87.4
1,60000,50,0.0075,0.96,500,1.0,71.003334,86.6
1,60000,50,0.01,0.91,500,1.0,76.46333,88.0
1,60000,50,0.0075,0.98,500,1.0,61.495003,79.0
1,60000,50,0.0075,0.97,500,1.0,67.54666,83.8
0,60000,100,0.01,0.97,500,1.0,52.748333,80.0
0,60000,100,0.01,0.92,500,1.0,70.96333,88.8
1,60000,50,0.01,0.94,500,1.0,73.19666,86.0
2,60000,10,0.001,0.91,500,1.0,74.84167,80.8
2,60000,10,0.001,0.92,500,1.0,75.170006,80.8
2,60000,10,0.001,0.93,500,1.0,75.455,82.0
2,60000,10,0.001,0.94,500,1.0,75.75166,82.4
2,60000,10,0.001,0.95,500,1.0,76.020004,82.8
2,60000,10,0.001,0.96,500,1.0,76.204994,82.8
2,60000,10,0.0025,0.91,500,1.0,78.73667,85.6
2,60000,10,0.001,0.98,500,1.0,76.37667,82.4
2,60000,10,0.0025,0.93,500,1.0,78.86333,86.799995
2,60000,10,0.0025,0.92,500,1.0,78.82333,86.0
1,60000,50,0.01,0.95,500,1.0,70.98333,86.6
2,60000,10,0.001,0.97,500,1.0,76.415,83.4
2,60000,10,0.0025,0.94,500,1.0,78.97,86.799995
2,60000,10,0.0025,0.95,500,1.0,78.979996,86.2
2,60000,10,0.0025,0.96,500,1.0,78.85166,86.2
1,60000,50,0.01,0.97,500,1.0,63.596664,83.8
2,60000,10,0.0025,0.97,500,1.0,78.541664,84.799995
2,60000,10,0.0025,0.98,500,1.0,77.83167,83.8
2,60000,10,0.005,0.91,500,1.0,80.46001,88.4
2,60000,10,0.005,0.94,500,1.0,80.21833,87.6
2,60000,10,0.005,0.92,500,1.0,80.37334,87.6
2,60000,10,0.005,0.93,500,1.0,80.39167,87.6
2,60000,10,0.005,0.95,500,1.0,80.12,88.200005
2,60000,10,0.005,0.96,500,1.0,79.74334,87.6
2,60000,10,0.005,0.97,500,1.0,78.995,85.6
2,60000,10,0.005,0.98,500,1.0,77.96834,85.2
2,60000,10,0.0075,0.91,500,1.0,80.77666,88.4
1,60000,50,0.01,0.98,500,1.0,56.463333,78.0
2,60000,10,0.0075,0.93,500,1.0,80.69334,89.0
2,60000,10,0.0075,0.92,500,1.0,80.69666,88.4
2,60000,10,0.0075,0.94,500,1.0,80.393326,88.0
2,60000,10,0.0075,0.95,500,1.0,80.15166,88.200005
2,60000,10,0.0075,0.97,500,1.0,78.63833,86.6
2,60000,10,0.0075,0.96,500,1.0,79.58833,87.8
2,60000,10,0.0075,0.98,500,1.0,77.28833,84.2
2,60000,10,0.01,0.91,500,1.0,80.920006,88.0
2,60000,10,0.01,0.92,500,1.0,80.808334,87.2
2,60000,10,0.01,0.93,500,1.0,80.53667,87.6
1,60000,50,0.01,0.96,500,1.0,68.24333,85.799995
2,60000,10,0.01,0.94,500,1.0,80.403336,88.0
2,60000,10,0.01,0.96,500,1.0,79.293335,87.4
2,60000,10,0.01,0.95,500,1.0,79.941666,88.0
2,60000,10,0.01,0.97,500,1.0,78.08501,86.2
2,60000,10,0.01,0.98,500,1.0,76.225,84.6
1,60000,75,0.01,0.92,500,1.0,73.18166,86.4
1,60000,75,0.001,0.92,500,1.0,80.71667,87.2
1,60000,75,0.001,0.96,500,1.0,79.425,86.0
1,60000,75,0.001,0.93,500,1.0,80.63667,87.4
1,60000,75,0.001,0.97,500,1.0,78.595,87.2
1,60000,75,0.0025,0.94,500,1.0,78.645004,88.0
1,60000,75,0.001,0.91,500,1.0,80.705,86.4
1,60000,75,0.0025,0.91,500,1.0,79.85667,87.6
1,60000,75,0.001,0.94,500,1.0,80.63667,87.4
1,60000,75,0.005,0.91,500,1.0,77.69666,87.8
1,60000,75,0.001,0.95,500,1.0,80.08,87.8
1,60000,75,0.005,0.93,500,1.0,76.131676,86.799995
1,60000,75,0.01,0.95,500,1.0,67.10833,85.799995
1,60000,75,0.0025,0.95,500,1.0,77.76499,86.6
1,60000,75,0.005,0.92,500,1.0,76.96833,87.6
2,60000,25,0.001,0.93,500,1.0,78.745,86.799995
2,60000,25,0.001,0.92,500,1.0,78.64666,86.2
1,60000,75,0.001,0.98,500,1.0,77.09834,85.0
1,60000,75,0.005,0.95,500,1.0,73.420006,86.2
1,60000,75,0.0025,0.98,500,1.0,70.55667,83.4
1,60000,75,0.0025,0.97,500,1.0,74.13,86.0
2,60000,25,0.001,0.94,500,1.0,78.75667,87.4
1,60000,75,0.005,0.97,500,1.0,67.19167,85.0
2,60000,25,0.001,0.97,500,1.0,78.39834,85.399994
2,60000,25,0.001,0.95,500,1.0,78.75833,86.4
2,60000,25,0.001,0.96,500,1.0,78.49833,86.0
1,60000,75,0.0025,0.92,500,1.0,79.56167,87.0
2,60000,25,0.0025,0.96,500,1.0,79.65666,88.0
1,60000,75,0.0075,0.95,500,1.0,70.104996,85.799995
1,60000,75,0.0075,0.94,500,1.0,72.33167,87.0
2,60000,25,0.0025,0.93,500,1.0,80.454994,88.6
2,60000,25,0.001,0.98,500,1.0,77.65501,85.0
2,60000,25,0.001,0.91,500,1.0,78.55166,85.6
2,60000,25,0.0025,0.92,500,1.0,80.54666,87.6
1,60000,75,0.005,0.96,500,1.0,70.92834,85.2
1,60000,75,0.0025,0.93,500,1.0,79.28,87.0
2,60000,25,0.0025,0.91,500,1.0,80.57834,87.8
1,60000,75,0.0075,0.97,500,1.0,61.583332,82.8
2,60000,25,0.0025,0.97,500,1.0,78.88833,86.6
1,60000,75,0.01,0.94,500,1.0,70.05167,86.6
1,60000,75,0.0075,0.91,500,1.0,75.791664,88.200005
2,60000,25,0.0025,0.95,500,1.0,80.066666,87.2
2,60000,25,0.0025,0.94,500,1.0,80.246666,87.8
1,60000,75,0.0075,0.96,500,1.0,66.87,85.799995
1,60000,75,0.0025,0.96,500,1.0,76.39833,86.2
1,60000,75,0.01,0.93,500,1.0,71.784996,86.6
1,60000,75,0.0075,0.98,500,1.0,54.106667,77.600006
2,60000,25,0.005,0.91,500,1.0,80.543335,87.0
1,60000,75,0.0075,0.92,500,1.0,74.88833,87.8
1,60000,75,0.005,0.98,500,1.0,61.289997,78.6
1,60000,75,0.01,0.98,500,1.0,48.104996,74.0
1,60000,75,0.005,0.94,500,1.0,75.136665,86.4
1,60000,75,0.0075,0.93,500,1.0,73.971664,86.4
2,60000,25,0.005,0.95,500,1.0,79.426674,87.4
2,60000,25,0.005,0.93,500,1.0,80.11666,87.8
2,60000,25,0.0025,0.98,500,1.0,77.34333,84.2
2,60000,25,0.005,0.94,500,1.0,79.83834,88.8
1,60000,75,0.01,0.91,500,1.0,74.37833,87.4
2,60000,25,0.005,0.98,500,1.0,74.479996,84.0
2,60000,25,0.0075,0.91,500,1.0,79.825,87.0
2,60000,25,0.005,0.97,500,1.0,76.793335,86.6
2,60000,25,0.0075,0.92,500,1.0,79.6,87.8
2,60000,25,0.0075,0.94,500,1.0,78.74667,86.799995
2,60000,25,0.0075,0.97,500,1.0,74.32333,85.799995
1,60000,75,0.01,0.97,500,1.0,57.376667,81.4
2,60000,25,0.0075,0.95,500,1.0,77.93,86.6
2,60000,25,0.01,0.91,500,1.0,79.11833,87.8
2,60000,25,0.0075,0.98,500,1.0,71.03166,82.4
2,60000,25,0.0075,0.96,500,1.0,76.43999,87.8
2,60000,25,0.005,0.92,500,1.0,80.45334,87.6
1,60000,75,0.01,0.96,500,1.0,63.59,85.0
2,60000,25,0.01,0.94,500,1.0,77.525,87.4
2,60000,25,0.01,0.95,500,1.0,76.39001,86.0
2,60000,25,0.01,0.92,500,1.0,78.66833,87.8
2,60000,25,0.01,0.93,500,1.0,78.32333,87.2
2,60000,25,0.01,0.97,500,1.0,72.08,84.799995
2,60000,25,0.005,0.96,500,1.0,78.40833,85.799995
2,60000,25,0.01,0.96,500,1.0,74.920006,86.2
2,60000,25,0.01,0.98,500,1.0,67.605,82.200005
2,60000,25,0.0075,0.93,500,1.0,79.26,87.0
1,60000,100,0.001,0.98,500,1.0,75.64666,84.0
1,60000,100,0.001,0.96,500,1.0,79.13166,85.799995
1,60000,100,0.001,0.94,500,1.0,80.25166,86.799995
1,60000,100,0.001,0.97,500,1.0,77.64834,85.6
1,60000,100,0.001,0.93,500,1.0,80.506676,87.0
1,60000,100,0.001,0.92,500,1.0,80.57,87.2
1,60000,100,0.0025,0.92,500,1.0,78.69333,86.799995
1,60000,100,0.001,0.91,500,1.0,80.619995,87.0
1,60000,100,0.0025,0.94,500,1.0,77.291664,86.6
1,60000,100,0.0025,0.93,500,1.0,78.291664,87.2
1,60000,100,0.0025,0.96,500,1.0,74.45999,85.799995
1,60000,100,0.005,0.92,500,1.0,75.53333,88.200005
1,60000,100,0.001,0.95,500,1.0,79.64333,86.0
1,60000,100,0.005,0.91,500,1.0,76.17667,88.200005
1,60000,100,0.0025,0.97,500,1.0,71.50833,85.6
1,60000,100,0.005,0.93,500,1.0,74.52334,88.0
2,60000,50,0.001,0.94,500,1.0,80.14666,86.799995
1,60000,100,0.0025,0.91,500,1.0,79.11667,87.2
1,60000,100,0.005,0.96,500,1.0,67.94334,85.6
1,60000,100,0.005,0.94,500,1.0,72.93499,86.2
2,60000,50,0.001,0.95,500,1.0,79.95999,87.2
2,60000,50,0.001,0.92,500,1.0,80.24333,86.799995
1,60000,100,0.005,0.97,500,1.0,63.530003,84.0
2,60000,50,0.001,0.93,500,1.0,80.33833,88.0
1,60000,100,0.005,0.95,500,1.0,70.971664,86.2
2,60000,50,0.001,0.91,500,1.0,80.354996,87.4
2,60000,50,0.0025,0.96,500,1.0,78.33667,86.2
2,60000,50,0.001,0.97,500,1.0,78.845,85.399994
2,60000,50,0.001,0.96,500,1.0,79.54667,88.0
2,60000,50,0.0025,0.92,500,1.0,80.49833,88.6
2,60000,50,0.001,0.98,500,1.0,77.60334,84.799995
2,60000,50,0.0025,0.93,500,1.0,80.206665,87.6
2,60000,50,0.0025,0.91,500,1.0,80.62167,87.4
2,60000,50,0.0025,0.97,500,1.0,76.76667,85.6
2,60000,50,0.0025,0.95,500,1.0,79.10833,88.6
2,60000,50,0.0025,0.98,500,1.0,74.05334,83.4
1,60000,100,0.005,0.98,500,1.0,56.19833,76.200005
2,60000,50,0.005,0.95,500,1.0,76.18833,86.6
2,60000,50,0.005,0.94,500,1.0,77.235,86.799995
1,60000,100,0.0025,0.98,500,1.0,66.945,83.0
2,60000,50,0.005,0.97,500,1.0,71.718346,84.6
2,60000,50,0.005,0.92,500,1.0,78.606674,86.6
2,60000,50,0.005,0.91,500,1.0,78.920006,87.4
2,60000,50,0.0025,0.94,500,1.0,79.778336,87.0
2,60000,50,0.005,0.98,500,1.0,67.36667,80.6
1,60000,100,0.0025,0.95,500,1.0,76.176674,87.2
2,60000,50,0.0075,0.91,500,1.0,77.481674,87.0
2,60000,50,0.005,0.96,500,1.0,74.4,86.0
1,60000,100,0.0075,0.93,500,1.0,71.95334,86.6
2,60000,50,0.005,0.93,500,1.0,78.05667,87.0
1,60000,100,0.0075,0.95,500,1.0,67.30833,86.0
1,60000,100,0.0075,0.96,500,1.0,63.46167,85.399994
1,60000,100,0.01,0.91,500,1.0,72.84333,88.200005
1,60000,100,0.0075,0.94,500,1.0,69.868324,86.4
1,60000,100,0.01,0.94,500,1.0,67.485,86.6
1,60000,100,0.0075,0.98,500,1.0,48.114998,73.0
2,60000,50,0.0075,0.93,500,1.0,76.175,86.6
1,60000,100,0.01,0.92,500,1.0,71.14333,87.8
2,60000,50,0.0075,0.92,500,1.0,76.96999,87.6
1,60000,100,0.01,0.95,500,1.0,64.011665,85.2
1,60000,100,0.01,0.98,500,1.0,42.176662,70.200005
1,60000,100,0.01,0.93,500,1.0,69.78667,86.799995
2,60000,50,0.0075,0.97,500,1.0,67.415,84.799995
3,60000,10,0.001,0.91,500,1.0,74.53667,80.2
2,60000,50,0.0075,0.94,500,1.0,75.106674,87.0
2,60000,50,0.01,0.91,500,1.0,76.58667,87.8
2,60000,50,0.01,0.93,500,1.0,74.585,87.2
3,60000,10,0.001,0.94,500,1.0,75.46,81.6
2,60000,50,0.01,0.94,500,1.0,73.191666,86.0
3,60000,10,0.001,0.92,500,1.0,74.86001,81.0
3,60000,10,0.001,0.97,500,1.0,76.54666,84.799995
3,60000,10,0.001,0.93,500,1.0,75.15,81.4
3,60000,10,0.001,0.98,500,1.0,76.53166,84.6
1,60000,100,0.0075,0.91,500,1.0,74.39666,87.8
3,60000,10,0.001,0.96,500,1.0,76.24833,83.0
3,60000,10,0.0025,0.92,500,1.0,78.52166,85.0
3,60000,10,0.0025,0.91,500,1.0,78.14833,84.4
2,60000,50,0.0075,0.96,500,1.0,71.09,86.6
3,60000,10,0.001,0.95,500,1.0,75.903336,82.200005
1,60000,100,0.01,0.97,500,1.0,52.715,80.4
3,60000,10,0.0025,0.93,500,1.0,78.541664,84.6
2,60000,50,0.0075,0.95,500,1.0,73.47834,87.2
2,60000,50,0.01,0.96,500,1.0,68.205,87.0
2,60000,50,0.01,0.92,500,1.0,75.81167,87.0
3,60000,10,0.0025,0.94,500,1.0,78.765,84.799995
3,60000,10,0.0025,0.95,500,1.0,78.95167,85.2
3,60000,10,0.0025,0.96,500,1.0,78.92667,86.0
3,60000,10,0.0025,0.97,500,1.0,78.64167,84.6
2,60000,50,0.0075,0.98,500,1.0,61.710003,79.0
3,60000,10,0.0025,0.98,500,1.0,77.9,84.6
2,60000,50,0.01,0.98,500,1.0,56.526665,76.200005
2,60000,50,0.01,0.97,500,1.0,63.961662,84.2
3,60000,10,0.005,0.91,500,1.0,79.92167,85.799995
3,60000,10,0.005,0.92,500,1.0,79.98833,85.6
3,60000,10,0.005,0.93,500,1.0,79.995,86.2
3,60000,10,0.005,0.94,500,1.0,80.018326,87.2
3,60000,10,0.005,0.95,500,1.0,80.01499,86.0
3,60000,10,0.005,0.96,500,1.0,79.753334,87.4
1,60000,100,0.0075,0.97,500,1.0,57.301662,80.8
3,60000,10,0.005,0.97,500,1.0,79.21667,86.2
3,60000,10,0.005,0.98,500,1.0,78.168335,84.799995
3,60000,10,0.0075,0.91,500,1.0,80.34834,87.0
1,60000,100,0.0075,0.92,500,1.0,73.47334,87.6
2,60000,50,0.01,0.95,500,1.0,71.43,86.2
3,60000,10,0.0075,0.94,500,1.0,80.26667,86.2
3,60000,10,0.0075,0.92,500,1.0,80.43166,85.799995
3,60000,10,0.0075,0.96,500,1.0,79.66333,86.799995
3,60000,10,0.0075,0.95,500,1.0,80.18667,87.0
3,60000,10,0.0075,0.93,500,1.0,80.47,86.2
3,60000,10,0.0075,0.97,500,1.0,78.89666,87.0
3,60000,10,0.01,0.91,500,1.0,80.46167,86.2
3,60000,10,0.01,0.93,500,1.0,80.45,87.0
3,60000,10,0.01,0.94,500,1.0,80.206665,86.799995
3,60000,10,0.01,0.98,500,1.0,76.26833,86.0
3,60000,10,0.01,0.96,500,1.0,79.165,86.4
3,60000,10,0.01,0.95,500,1.0,79.92667,86.6
3,60000,10,0.01,0.97,500,1.0,77.99167,86.4
3,60000,10,0.0075,0.98,500,1.0,77.25833,85.0
3,60000,10,0.01,0.92,500,1.0,80.53833,86.6
1,60000,100,0.01,0.96,500,1.0,59.79667,85.2
2,60000,75,0.0025,0.94,500,1.0,78.45,86.6
2,60000,75,0.001,0.91,500,1.0,80.468346,88.0
2,60000,75,0.001,0.92,500,1.0,80.57166,88.200005
2,60000,75,0.001,0.94,500,1.0,80.306656,88.200005
2,60000,75,0.001,0.93,500,1.0,80.42166,87.6
2,60000,75,0.0075,0.96,500,1.0,66.895004,84.799995
2,60000,75,0.001,0.96,500,1.0,79.32333,87.0
