seed,n_train,time,lr,lr_decay,update_interval,max_prob,mean_accuracy,max_accuracy
2,60000,75,0.0025,0.97,500,1.0,73.954994,85.6
2,60000,75,0.001,0.97,500,1.0,78.39666,86.0
2,60000,75,0.005,0.93,500,1.0,76.24167,87.0
2,60000,75,0.01,0.92,500,1.0,73.17334,87.0
2,60000,75,0.005,0.95,500,1.0,73.50166,86.2
2,60000,75,0.0075,0.91,500,1.0,75.71833,87.4
2,60000,75,0.0025,0.93,500,1.0,79.11,87.2
2,60000,75,0.005,0.91,500,1.0,77.66333,87.4
2,60000,75,0.005,0.94,500,1.0,75.119995,86.799995
2,60000,75,0.001,0.95,500,1.0,79.98499,87.4
2,60000,75,0.0025,0.92,500,1.0,79.54666,88.0
2,60000,75,0.0025,0.98,500,1.0,70.66501,82.4
2,60000,75,0.005,0.92,500,1.0,77.095,87.6
2,60000,75,0.001,0.98,500,1.0,76.94333,84.799995
2,60000,75,0.0025,0.91,500,1.0,79.70334,88.6
2,60000,75,0.0075,0.94,500,1.0,72.22834,86.799995
2,60000,75,0.0025,0.96,500,1.0,76.348335,86.4
2,60000,75,0.0025,0.95,500,1.0,77.731674,87.2
2,60000,75,0.005,0.98,500,1.0,61.198338,79.0
2,60000,75,0.01,0.94,500,1.0,70.14167,86.6
2,60000,75,0.0075,0.97,500,1.0,61.840004,82.8
2,60000,75,0.01,0.98,500,1.0,48.631664,74.8
2,60000,75,0.01,0.97,500,1.0,57.708332,82.4
2,60000,75,0.01,0.95,500,1.0,67.38,86.0
2,60000,75,0.01,0.96,500,1.0,63.443333,85.0
2,60000,75,0.0075,0.98,500,1.0,54.138332,75.2
2,60000,75,0.01,0.93,500,1.0,72.168335,86.6
3,60000,25,0.001,0.92,500,1.0,78.335,84.2
2,60000,75,0.0075,0.92,500,1.0,74.81333,87.6
3,60000,25,0.001,0.94,500,1.0,78.665,85.0
3,60000,25,0.001,0.91,500,1.0,78.145004,84.4
2,60000,75,0.01,0.91,500,1.0,74.520004,87.2
2,60000,75,0.0075,0.93,500,1.0,73.85999,86.6
3,60000,25,0.001,0.95,500,1.0,78.71333,85.399994
3,60000,25,0.001,0.98,500,1.0,77.76667,85.2
2,60000,75,0.005,0.97,500,1.0,67.221664,82.6
3,60000,25,0.001,0.96,500,1.0,78.69001,86.2
3,60000,25,0.001,0.97,500,1.0,78.26,85.2
3,60000,25,0.0025,0.92,500,1.0,80.14167,86.0
3,60000,25,0.0025,0.93,500,1.0,80.17,85.799995
3,60000,25,0.0025,0.91,500,1.0,80.135,86.0
3,60000,25,0.0025,0.96,500,1.0,79.70167,87.2
3,60000,25,0.001,0.93,500,1.0,78.44001,84.6
3,60000,25,0.0025,0.95,500,1.0,79.840004,86.799995
3,60000,25,0.0025,0.94,500,1.0,80.19833,86.4
3,60000,25,0.005,0.91,500,1.0,80.4,86.4
3,60000,25,0.0025,0.98,500,1.0,77.59834,84.799995
3,60000,25,0.005,0.92,500,1.0,80.284996,86.0
3,60000,25,0.0025,0.97,500,1.0,78.740005,86.2
3,60000,25,0.0075,0.92,500,1.0,79.420006,86.4
3,60000,25,0.005,0.94,500,1.0,79.745,86.4
3,60000,25,0.005,0.93,500,1.0,80.14666,86.0
3,60000,25,0.005,0.96,500,1.0,78.29666,85.6
2,60000,75,0.0075,0.95,500,1.0,70.12667,87.2
2,60000,75,0.005,0.96,500,1.0,71.23333,86.2
3,60000,25,0.0075,0.91,500,1.0,79.76833,86.2
3,60000,25,0.005,0.98,500,1.0,74.13333,84.0
3,60000,25,0.005,0.97,500,1.0,76.96834,85.6
3,60000,25,0.0075,0.93,500,1.0,79.2,87.4
3,60000,25,0.0075,0.95,500,1.0,77.78833,86.799995
3,60000,25,0.0075,0.96,500,1.0,76.46667,87.4
3,60000,25,0.0075,0.97,500,1.0,74.496666,85.799995
3,60000,25,0.01,0.91,500,1.0,78.97834,85.6
3,60000,25,0.0075,0.98,500,1.0,70.81501,84.2
3,60000,25,0.01,0.92,500,1.0,78.72834,87.8
3,60000,25,0.005,0.95,500,1.0,79.29666,87.2
3,60000,25,0.01,0.94,500,1.0,77.34334,86.4
3,60000,25,0.0075,0.94,500,1.0,78.80167,87.0
3,60000,25,0.01,0.95,500,1.0,76.25833,86.6
3,60000,25,0.01,0.93,500,1.0,78.166664,86.4
3,60000,25,0.01,0.96,500,1.0,74.34,86.4
3,60000,25,0.01,0.98,500,1.0,67.67,83.0
3,60000,25,0.01,0.97,500,1.0,71.740005,85.2
2,60000,100,0.001,0.91,500,1.0,80.73,88.0
2,60000,100,0.001,0.92,500,1.0,80.595,87.0
2,60000,100,0.001,0.94,500,1.0,80.15833,88.0
2,60000,100,0.0025,0.93,500,1.0,78.134995,87.4
2,60000,100,0.001,0.95,500,1.0,79.56833,87.8
2,60000,100,0.0025,0.91,500,1.0,79.15667,88.4
2,60000,100,0.001,0.97,500,1.0,77.56333,85.6
2,60000,100,0.001,0.96,500,1.0,78.89001,87.2
2,60000,100,0.0025,0.96,500,1.0,74.31167,86.4
2,60000,100,0.0025,0.97,500,1.0,71.66333,83.8
2,60000,100,0.0025,0.95,500,1.0,76.07166,87.2
2,60000,100,0.0025,0.92,500,1.0,78.68834,87.4
2,60000,100,0.005,0.94,500,1.0,73.04001,86.799995
2,60000,100,0.001,0.98,500,1.0,75.52333,85.2
2,60000,100,0.001,0.93,500,1.0,80.49,87.6
2,60000,100,0.0025,0.94,500,1.0,77.146675,87.4
2,60000,100,0.005,0.97,500,1.0,63.173332,82.4
2,60000,100,0.0025,0.98,500,1.0,67.111664,79.4
2,60000,100,0.005,0.93,500,1.0,74.57667,86.6
2,60000,100,0.005,0.91,500,1.0,76.259995,88.6
2,60000,100,0.005,0.95,500,1.0,71.04333,86.4
2,60000,100,0.0075,0.91,500,1.0,74.29833,87.8
2,60000,100,0.0075,0.92,500,1.0,73.20334,86.6
2,60000,100,0.005,0.96,500,1.0,68.18667,85.0
2,60000,100,0.005,0.92,500,1.0,75.520004,87.2
2,60000,100,0.005,0.98,500,1.0,56.054996,76.0
3,60000,50,0.001,0.96,500,1.0,79.47834,87.6
3,60000,50,0.0025,0.92,500,1.0,80.285,86.0
3,60000,50,0.001,0.93,500,1.0,79.96667,85.6
3,60000,50,0.0025,0.91,500,1.0,80.33667,86.0
3,60000,50,0.001,0.91,500,1.0,79.85167,86.2
3,60000,50,0.0025,0.93,500,1.0,79.88333,87.2
3,60000,50,0.001,0.97,500,1.0,78.79833,86.4
3,60000,50,0.001,0.94,500,1.0,79.886665,86.6
3,60000,50,0.0025,0.96,500,1.0,78.15166,86.6
3,60000,50,0.0025,0.97,500,1.0,76.659996,85.399994
3,60000,50,0.005,0.91,500,1.0,78.87667,85.6
3,60000,50,0.0025,0.98,500,1.0,74.11167,83.8
3,60000,50,0.0025,0.95,500,1.0,79.204994,86.799995
3,60000,50,0.001,0.92,500,1.0,79.93166,86.0
3,60000,50,0.005,0.93,500,1.0,77.925,86.4
3,60000,50,0.005,0.92,500,1.0,78.475,85.799995
3,60000,50,0.001,0.95,500,1.0,79.848335,86.4
3,60000,50,0.005,0.94,500,1.0,77.096664,86.6
3,60000,50,0.005,0.98,500,1.0,67.29833,82.4
3,60000,50,0.0025,0.94,500,1.0,79.62667,86.4
3,60000,50,0.005,0.95,500,1.0,76.06333,86.0
3,60000,50,0.0075,0.91,500,1.0,77.471664,85.399994
2,60000,100,0.0075,0.93,500,1.0,71.73333,86.799995
3,60000,50,0.001,0.98,500,1.0,77.775,84.799995
2,60000,100,0.0075,0.94,500,1.0,70.020004,86.2
2,60000,100,0.0075,0.95,500,1.0,67.085,87.4
2,60000,100,0.0075,0.96,500,1.0,63.40333,84.2
2,60000,100,0.01,0.95,500,1.0,64.34167,86.6
3,60000,50,0.005,0.97,500,1.0,71.503334,85.0
3,60000,50,0.005,0.96,500,1.0,74.33167,86.0
2,60000,100,0.0075,0.98,500,1.0,48.239998,72.6
2,60000,100,0.01,0.92,500,1.0,71.36333,87.0
2,60000,100,0.01,0.91,500,1.0,72.57666,86.0
3,60000,50,0.0075,0.93,500,1.0,75.87833,87.4
2,60000,100,0.01,0.94,500,1.0,67.666664,86.6
2,60000,100,0.0075,0.97,500,1.0,57.458332,81.4
3,60000,50,0.0075,0.92,500,1.0,76.98833,86.2
2,60000,100,0.01,0.97,500,1.0,52.693336,81.6
4,60000,10,0.001,0.92,500,1.0,75.471664,81.0
4,60000,10,0.001,0.91,500,1.0,75.14833,80.8
4,60000,10,0.001,0.93,500,1.0,75.8,81.2
4,60000,10,0.001,0.95,500,1.0,76.36333,82.8
4,60000,10,0.001,0.97,500,1.0,76.78834,84.6
3,60000,50,0.01,0.93,500,1.0,74.33167,86.6
4,60000,10,0.001,0.94,500,1.0,76.07667,82.0
4,60000,10,0.001,0.96,500,1.0,76.67166,83.8
4,60000,10,0.001,0.98,500,1.0,76.70334,84.2
2,60000,100,0.01,0.96,500,1.0,59.875,84.2
3,60000,50,0.01,0.95,500,1.0,70.93834,87.2
4,60000,10,0.0025,0.91,500,1.0,78.99333,84.799995
4,60000,10,0.0025,0.93,500,1.0,79.23833,85.2
3,60000,50,0.0075,0.96,500,1.0,70.96667,86.0
4,60000,10,0.0025,0.92,500,1.0,79.16167,85.799995
4,60000,10,0.0025,0.95,500,1.0,79.30666,86.2
4,60000,10,0.0025,0.94,500,1.0,79.22334,85.799995
3,60000,50,0.01,0.91,500,1.0,76.15666,86.2
3,60000,50,0.0075,0.98,500,1.0,61.31,80.6
3,60000,50,0.01,0.92,500,1.0,75.39167,86.6
3,60000,50,0.01,0.94,500,1.0,72.973335,86.6
3,60000,50,0.0075,0.94,500,1.0,74.855,86.799995
3,60000,50,0.0075,0.95,500,1.0,73.28167,86.799995
3,60000,50,0.0075,0.97,500,1.0,67.14833,85.399994
3,60000,50,0.01,0.97,500,1.0,63.489998,84.0
4,60000,10,0.0025,0.97,500,1.0,78.925,86.2
3,60000,50,0.01,0.96,500,1.0,68.118324,86.4
4,60000,10,0.0025,0.96,500,1.0,79.22,86.2
4,60000,10,0.0025,0.98,500,1.0,78.396675,85.399994
4,60000,10,0.005,0.92,500,1.0,80.53166,87.8
2,60000,100,0.01,0.98,500,1.0,41.933334,69.2
4,60000,10,0.005,0.94,500,1.0,80.49,87.2
4,60000,10,0.005,0.93,500,1.0,80.51167,87.6
4,60000,10,0.005,0.91,500,1.0,80.38333,87.2
4,60000,10,0.005,0.95,500,1.0,80.30999,87.2
4,60000,10,0.005,0.96,500,1.0,80.02666,87.0
4,60000,10,0.005,0.97,500,1.0,79.23667,86.6
3,60000,50,0.01,0.98,500,1.0,55.895004,77.200005
4,60000,10,0.0075,0.91,500,1.0,80.77166,86.2
4,60000,10,0.005,0.98,500,1.0,78.26167,87.0
4,60000,10,0.0075,0.93,500,1.0,80.76333,87.4
4,60000,10,0.0075,0.92,500,1.0,80.84,87.2
2,60000,100,0.01,0.93,500,1.0,69.743324,86.799995
4,60000,10,0.0075,0.95,500,1.0,80.22,87.0
4,60000,10,0.0075,0.96,500,1.0,79.72334,87.6
4,60000,10,0.0075,0.94,500,1.0,80.595,87.6
4,60000,10,0.0075,0.97,500,1.0,78.90333,87.2
4,60000,10,0.0075,0.98,500,1.0,77.47,86.2
4,60000,10,0.01,0.91,500,1.0,80.845,87.6
4,60000,10,0.01,0.96,500,1.0,79.238335,88.4
4,60000,10,0.01,0.93,500,1.0,80.68167,87.4
4,60000,10,0.01,0.94,500,1.0,80.33499,87.2
4,60000,10,0.01,0.92,500,1.0,80.755005,87.0
4,60000,10,0.01,0.97,500,1.0,78.165,87.8
4,60000,10,0.01,0.98,500,1.0,76.20166,85.799995
4,60000,10,0.01,0.95,500,1.0,80.06166,89.0
3,60000,75,0.001,0.95,500,1.0,79.8,86.2
3,60000,75,0.001,0.91,500,1.0,80.175,86.6
3,60000,75,0.001,0.93,500,1.0,80.20667,85.799995
3,60000,75,0.0025,0.96,500,1.0,76.183334,86.4
4,60000,25,0.0025,0.95,500,1.0,80.33833,87.0
3,60000,75,0.005,0.94,500,1.0,75.11666,86.6
4,60000,25,0.001,0.91,500,1.0,79.01833,84.6
3,60000,75,0.001,0.97,500,1.0,78.38333,86.799995
4,60000,25,0.0025,0.96,500,1.0,79.83667,87.0
4,60000,25,0.0025,0.92,500,1.0,80.57834,87.2
4,60000,25,0.001,0.96,500,1.0,78.95334,87.2
4,60000,25,0.001,0.97,500,1.0,78.68,86.2
4,60000,25,0.001,0.93,500,1.0,79.00833,85.0
3,60000,75,0.005,0.92,500,1.0,76.753334,86.6
4,60000,25,0.0025,0.91,500,1.0,80.683334,86.799995
3,60000,75,0.0025,0.98,500,1.0,70.44666,83.0
3,60000,75,0.0025,0.92,500,1.0,79.40166,87.0
4,60000,25,0.0025,0.93,500,1.0,80.49333,86.799995
3,60000,75,0.0025,0.95,500,1.0,77.455,86.0
3,60000,75,0.0025,0.94,500,1.0,78.590004,87.2
4,60000,25,0.001,0.92,500,1.0,79.034996,85.799995
3,60000,75,0.001,0.92,500,1.0,80.13,86.2
4,60000,25,0.001,0.94,500,1.0,79.11333,85.6
3,60000,75,0.0025,0.93,500,1.0,79.10167,87.4
3,60000,75,0.005,0.95,500,1.0,73.365005,86.2
3,60000,75,0.0025,0.91,500,1.0,79.57834,85.6
3,60000,75,0.0075,0.91,500,1.0,75.40667,86.2
3,60000,75,0.001,0.94,500,1.0,80.24333,86.799995
4,60000,25,0.005,0.91,500,1.0,80.64666,88.0
4,60000,25,0.001,0.95,500,1.0,79.175,86.0
4,60000,25,0.001,0.98,500,1.0,78.058334,85.6
3,60000,75,0.005,0.93,500,1.0,76.01167,85.799995
4,60000,25,0.0025,0.94,500,1.0,80.439995,87.6
3,60000,75,0.01,0.92,500,1.0,72.901665,86.2
3,60000,75,0.005,0.91,500,1.0,77.271675,85.799995
3,60000,75,0.0075,0.96,500,1.0,66.675,86.2
3,60000,75,0.0075,0.94,500,1.0,71.979996,86.0
3,60000,75,0.0075,0.95,500,1.0,70.01833,86.6
4,60000,25,0.0075,0.92,500,1.0,79.71834,87.2
3,60000,75,0.0075,0.92,500,1.0,74.618324,86.799995
3,60000,75,0.01,0.93,500,1.0,71.66,86.6
4,60000,25,0.005,0.92,500,1.0,80.365,87.4
4,60000,25,0.0025,0.97,500,1.0,78.90166,87.2
4,60000,25,0.005,0.98,500,1.0,74.26667,85.2
3,60000,75,0.0075,0.93,500,1.0,73.55334,86.0
4,60000,25,0.0075,0.93,500,1.0,79.39167,87.0
3,60000,75,0.005,0.96,500,1.0,70.70999,86.0
4,60000,25,0.005,0.96,500,1.0,78.49,88.0
4,60000,25,0.005,0.94,500,1.0,79.73999,87.6
3,60000,75,0.001,0.98,500,1.0,77.00166,85.399994
4,60000,25,0.0075,0.91,500,1.0,79.67834,87.2
3,60000,75,0.01,0.98,500,1.0,47.856667,73.0
4,60000,25,0.0075,0.95,500,1.0,77.96667,88.8
4,60000,25,0.0075,0.96,500,1.0,76.64,88.4
4,60000,25,0.01,0.92,500,1.0,78.81167,87.2
4,60000,25,0.0075,0.94,500,1.0,78.78833,88.8
3,60000,75,0.01,0.91,500,1.0,73.86,86.6
3,60000,75,0.0075,0.98,500,1.0,53.746662,77.0
4,60000,25,0.01,0.91,500,1.0,78.96834,87.2
4,60000,25,0.0025,0.98,500,1.0,77.691666,86.2
4,60000,25,0.01,0.93,500,1.0,78.32834,87.8
4,60000,25,0.0075,0.97,500,1.0,74.43833,87.4
4,60000,25,0.005,0.95,500,1.0,79.345,87.6
3,60000,75,0.0025,0.97,500,1.0,73.99833,84.799995
4,60000,25,0.01,0.95,500,1.0,76.43166,88.200005
4,60000,25,0.0075,0.98,500,1.0,70.93167,83.0
3,60000,75,0.01,0.94,500,1.0,69.56333,86.2
3,60000,75,0.01,0.97,500,1.0,57.13,83.600006
4,60000,25,0.005,0.97,500,1.0,76.75167,88.200005
4,60000,25,0.01,0.97,500,1.0,72.025,86.0
4,60000,25,0.01,0.94,500,1.0,77.535,87.4
3,60000,75,0.0075,0.97,500,1.0,61.506664,84.6
3,60000,75,0.01,0.96,500,1.0,63.2,85.0
3,60000,75,0.01,0.95,500,1.0,67.185005,87.6
3,60000,75,0.001,0.96,500,1.0,79.30334,87.6
4,60000,25,0.01,0.98,500,1.0,67.90833,81.2
3,60000,75,0.005,0.98,500,1.0,61.14,79.6
4,60000,25,0.005,0.93,500,1.0,80.185005,87.2
4,60000,25,0.01,0.96,500,1.0,74.60334,87.4
3,60000,75,0.005,0.97,500,1.0,67.14833,84.6
3,60000,100,0.001,0.95,500,1.0,79.625,87.2
3,60000,100,0.001,0.92,500,1.0,80.36667,86.0
3,60000,100,0.001,0.97,500,1.0,77.628334,85.799995
3,60000,100,0.0025,0.93,500,1.0,78.055,86.6
3,60000,100,0.001,0.91,500,1.0,80.38333,86.799995
3,60000,100,0.0025,0.91,500,1.0,78.78333,85.6
3,60000,100,0.001,0.93,500,1.0,80.175,85.2
3,60000,100,0.0025,0.95,500,1.0,75.805,85.799995
3,60000,100,0.0025,0.94,500,1.0,77.06834,87.2
4,60000,50,0.0025,0.92,500,1.0,80.385,86.6
3,60000,100,0.0025,0.96,500,1.0,74.115,86.0
3,60000,100,0.005,0.97,500,1.0,63.204998,83.8
4,60000,50,0.001,0.94,500,1.0,80.284996,86.799995
4,60000,50,0.001,0.95,500,1.0,79.98667,87.0
4,60000,50,0.001,0.97,500,1.0,78.965004,87.6
3,60000,100,0.0025,0.92,500,1.0,78.441666,86.4
3,60000,100,0.005,0.92,500,1.0,75.19334,85.799995
4,60000,50,0.0025,0.93,500,1.0,80.01667,87.6
3,60000,100,0.005,0.93,500,1.0,74.25833,86.4
4,60000,50,0.001,0.91,500,1.0,80.378334,87.0
3,60000,100,0.001,0.98,500,1.0,75.53,84.6
3,60000,100,0.001,0.94,500,1.0,80.09499,86.6
4,60000,50,0.0025,0.91,500,1.0,80.403336,87.0
3,60000,100,0.005,0.95,500,1.0,70.82166,87.6
3,60000,100,0.005,0.94,500,1.0,72.740005,87.0
4,60000,50,0.005,0.91,500,1.0,78.97834,87.4
4,60000,50,0.001,0.92,500,1.0,80.403336,86.799995
4,60000,50,0.005,0.93,500,1.0,78.33667,87.2
3,60000,100,0.0025,0.97,500,1.0,71.403336,85.799995
4,60000,50,0.001,0.96,500,1.0,79.655,87.0
4,60000,50,0.005,0.97,500,1.0,71.695,86.0
3,60000,100,0.001,0.96,500,1.0,78.875,87.0
4,60000,50,0.0075,0.93,500,1.0,76.348335,88.200005
4,60000,50,0.0075,0.95,500,1.0,73.69499,86.6
4,60000,50,0.005,0.92,500,1.0,78.57666,86.4
4,60000,50,0.0025,0.97,500,1.0,76.985,87.8
4,60000,50,0.0075,0.92,500,1.0,77.05999,88.0
4,60000,50,0.005,0.94,500,1.0,77.30334,88.200005
4,60000,50,0.0025,0.98,500,1.0,74.15667,84.2
4,60000,50,0.0025,0.96,500,1.0,78.33833,87.8
3,60000,100,0.0025,0.98,500,1.0,66.831665,81.4
4,60000,50,0.0075,0.96,500,1.0,71.191666,86.799995
3,60000,100,0.005,0.91,500,1.0,76.066666,85.799995
4,60000,50,0.005,0.95,500,1.0,76.24834,88.0
4,60000,50,0.0075,0.91,500,1.0,77.666664,87.2
4,60000,50,0.0025,0.95,500,1.0,79.30334,87.6
3,60000,100,0.005,0.96,500,1.0,67.81167,85.799995
4,60000,50,0.005,0.96,500,1.0,74.415,87.2
4,60000,50,0.0075,0.98,500,1.0,61.40167,79.6
3,60000,100,0.005,0.98,500,1.0,55.428333,77.8
4,60000,50,0.01,0.93,500,1.0,74.62167,87.6
4,60000,50,0.01,0.94,500,1.0,73.275,88.6
4,60000,50,0.0075,0.94,500,1.0,75.24333,87.4
4,60000,50,0.01,0.95,500,1.0,71.27334,87.6
4,60000,50,0.01,0.98,500,1.0,56.366665,75.4
4,60000,50,0.01,0.91,500,1.0,76.36167,87.2
4,60000,50,0.01,0.92,500,1.0,75.80667,88.8
4,60000,50,0.01,0.96,500,1.0,68.28834,85.799995
3,60000,100,0.0075,0.92,500,1.0,73.066666,86.0
4,60000,50,0.001,0.98,500,1.0,77.863335,85.0
4,60000,50,0.0075,0.97,500,1.0,67.473335,85.399994
3,60000,100,0.0075,0.91,500,1.0,73.75834,86.4
4,60000,50,0.0025,0.94,500,1.0,79.89001,87.6
4,60000,50,0.01,0.97,500,1.0,63.785,81.8
4,60000,50,0.001,0.93,500,1.0,80.285,87.6
4,60000,50,0.005,0.98,500,1.0,67.276665,80.8
3,60000,100,0.0075,0.93,500,1.0,71.235,86.4
3,60000,100,0.0075,0.94,500,1.0,69.47834,86.4
3,60000,100,0.0075,0.95,500,1.0,66.793335,87.4
3,60000,100,0.0075,0.96,500,1.0,63.02667,85.2
3,60000,100,0.01,0.93,500,1.0,69.238335,86.799995
3,60000,100,0.01,0.92,500,1.0,70.905,86.2
3,60000,100,0.01,0.91,500,1.0,72.175,86.0
3,60000,100,0.0075,0.97,500,1.0,57.108334,82.200005
3,60000,100,0.0075,0.98,500,1.0,47.663334,74.2
3,60000,100,0.01,0.95,500,1.0,64.066666,87.4
3,60000,100,0.01,0.97,500,1.0,52.34,81.0
3,60000,100,0.01,0.96,500,1.0,59.364998,84.0
4,60000,75,0.0025,0.93,500,1.0,79.22334,87.0
4,60000,75,0.0025,0.94,500,1.0,78.621666,87.6
4,60000,75,0.001,0.92,500,1.0,80.54001,87.0
4,60000,75,0.001,0.94,500,1.0,80.325,86.4
4,60000,75,0.001,0.91,500,1.0,80.48167,86.799995
4,60000,75,0.001,0.95,500,1.0,80.03833,86.799995
4,60000,75,0.001,0.93,500,1.0,80.40833,87.4
4,60000,75,0.0025,0.96,500,1.0,76.259995,87.6
4,60000,75,0.0025,0.91,500,1.0,79.60334,87.0
4,60000,75,0.0025,0.98,500,1.0,70.57333,83.4
4,60000,75,0.001,0.97,500,1.0,78.543335,87.2
3,60000,100,0.01,0.98,500,1.0,41.8,71.8
4,60000,75,0.005,0.92,500,1.0,76.9,87.0
4,60000,75,0.0025,0.92,500,1.0,79.55,87.4
4,60000,75,0.005,0.95,500,1.0,73.54833,87.0
4,60000,75,0.0025,0.97,500,1.0,74.25667,86.4
4,60000,75,0.005,0.91,500,1.0,77.691666,87.2
4,60000,75,0.005,0.94,500,1.0,75.03,87.0
4,60000,75,0.0025,0.95,500,1.0,77.66501,87.6
3,60000,100,0.01,0.94,500,1.0,67.04,87.2
4,60000,75,0.001,0.98,500,1.0,77.05501,86.4
4,60000,75,0.0075,0.92,500,1.0,74.901665,87.8
4,60000,75,0.0075,0.91,500,1.0,75.708336,87.4
4,60000,75,0.005,0.96,500,1.0,70.94833,87.0
4,60000,75,0.005,0.98,500,1.0,61.235004,79.2
4,60000,75,0.0075,0.93,500,1.0,73.80667,87.6
4,60000,75,0.005,0.97,500,1.0,67.136665,85.399994
4,60000,75,0.0075,0.94,500,1.0,72.25166,87.6
4,60000,75,0.001,0.96,500,1.0,79.40833,87.6
4,60000,75,0.005,0.93,500,1.0,76.13833,88.200005
4,60000,75,0.0075,0.96,500,1.0,66.845,85.799995
4,60000,75,0.01,0.91,500,1.0,74.22667,87.4
4,60000,75,0.01,0.92,500,1.0,73.01833,87.2
4,60000,75,0.01,0.93,500,1.0,71.67834,88.0
4,60000,75,0.01,0.94,500,1.0,70.00833,88.4
4,60000,75,0.0075,0.97,500,1.0,61.685,83.0
4,60000,75,0.01,0.95,500,1.0,67.26667,87.2
4,60000,75,0.0075,0.98,500,1.0,53.719997,75.2
4,60000,75,0.01,0.96,500,1.0,63.340004,85.2
4,60000,75,0.01,0.97,500,1.0,57.44833,81.0
4,60000,75,0.01,0.98,500,1.0,47.853333,73.0
4,60000,75,0.0075,0.95,500,1.0,70.14333,87.4
4,60000,100,0.001,0.91,500,1.0,80.619995,86.6
4,60000,100,0.001,0.96,500,1.0,79.028336,87.2
4,60000,100,0.005,0.98,500,1.0,55.76333,76.4
4,60000,100,0.0025,0.94,500,1.0,77.381676,88.0
4,60000,100,0.001,0.94,500,1.0,80.145004,87.2
4,60000,100,0.001,0.97,500,1.0,77.78333,86.2
4,60000,100,0.0025,0.91,500,1.0,78.96166,86.799995
4,60000,100,0.001,0.95,500,1.0,79.76167,88.0
4,60000,100,0.0025,0.98,500,1.0,67.081665,82.0
4,60000,100,0.0025,0.93,500,1.0,78.05334,87.8
4,60000,100,0.0025,0.92,500,1.0,78.59,87.2
4,60000,100,0.0075,0.91,500,1.0,74.246666,88.0
4,60000,100,0.005,0.91,500,1.0,76.145,87.0
4,60000,100,0.005,0.94,500,1.0,72.92333,88.0
4,60000,100,0.001,0.98,500,1.0,75.62,85.799995
4,60000,100,0.005,0.95,500,1.0,71.079994,87.6
4,60000,100,0.0025,0.97,500,1.0,71.6,85.2
4,60000,100,0.0075,0.96,500,1.0,63.201668,85.0
4,60000,100,0.0025,0.95,500,1.0,76.23499,87.6
4,60000,100,0.005,0.93,500,1.0,74.4,87.4
4,60000,100,0.0025,0.96,500,1.0,74.423325,87.2
4,60000,100,0.01,0.92,500,1.0,71.23833,87.6
4,60000,100,0.0075,0.98,500,1.0,47.841667,73.0
4,60000,100,0.005,0.97,500,1.0,63.305,83.200005
4,60000,100,0.01,0.95,500,1.0,64.276665,86.799995
4,60000,100,0.0075,0.92,500,1.0,73.156654,87.8
4,60000,100,0.01,0.93,500,1.0,69.71333,87.4
4,60000,100,0.0075,0.95,500,1.0,66.958336,87.8
4,60000,100,0.01,0.96,500,1.0,59.45667,83.600006
4,60000,100,0.01,0.94,500,1.0,67.425,87.2
4,60000,100,0.0075,0.94,500,1.0,69.9,87.2
4,60000,100,0.005,0.96,500,1.0,68.096664,86.6
4,60000,100,0.0075,0.93,500,1.0,71.488335,87.8
4,60000,100,0.005,0.92,500,1.0,75.34167,87.8
4,60000,100,0.001,0.92,500,1.0,80.505005,87.0
4,60000,100,0.01,0.97,500,1.0,52.51333,80.4
4,60000,100,0.001,0.93,500,1.0,80.495,87.4
4,60000,100,0.01,0.98,500,1.0,41.818336,70.4
4,60000,100,0.0075,0.97,500,1.0,57.179996,82.0
4,60000,100,0.01,0.91,500,1.0,72.55667,87.6
